Date,Type,Description,Amount,RunningTotal
3029-05-01,Maintenance,Maintenance for Maxim Heavy Hover Transport #2,CSB -100,"216,436,060 C-Bill"
3029-05-01,Maintenance,Maintenance for Maxim Heavy Hover Transport #3,CSB -100,"216,435,960 C-Bill"
3029-05-01,Maintenance,Maintenance for Lightning LTN-G15,CSB -260,"216,435,700 C-Bill"
3029-05-01,Maintenance,Maintenance for Stingray F-90,CSB -260,"216,435,440 C-Bill"
3029-05-01,Maintenance,Maintenance for Warrior Attack Helicopter H-7 #2,CSB -260,"216,435,180 C-Bill"
3029-05-01,Contract Payments,Monthly payment for Invasion New Caledonia,CSB 8178490,"224,613,670 C-Bill"
3029-05-01,Maintenance,Monthly Spare Parts,CSB -189303,"224,424,367 C-Bill"
3029-05-01,Maintenance,Monthly Ammunition,CSB -569413,"223,854,954 C-Bill"
3029-05-01,Maintenance,Monthly Fuel bill,CSB -1972624,"221,882,330 C-Bill"
3029-05-01,Salaries,Monthly salaries,CSB -531304,"221,351,026 C-Bill"
3029-05-01,Overhead,Monthly overhead,CSB -26565,"221,324,461 C-Bill"
3029-05-01,Recruitment,Recruitment of Keisha Goto,CSB -1000,"221,323,461 C-Bill"
3029-05-01,Unit Purchase(s),Purchased LRM Carrier,CSB -2152800,"219,170,661 C-Bill"
3029-05-01,Recruitment,Recruitment of Workneh Lamparek,CSB -1800,"219,168,861 C-Bill"
3029-05-01,Recruitment,Recruitment of Angelina Woodard,CSB -1800,"219,167,061 C-Bill"
3029-05-01,Recruitment,Recruitment of Naoko Fountain,CSB -1800,"219,165,261 C-Bill"
3029-05-02,Maintenance,Maintenance for Saladin Assault Hover Tank (Armor),CSB -100,"219,165,161 C-Bill"
3029-05-07,Maintenance,Maintenance for Thunderbolt TDR-5SS,CSB -300,"219,164,861 C-Bill"
3029-05-10,Maintenance,Maintenance for Thunderbolt TDR-5SS #2,CSB -300,"219,164,561 C-Bill"
3029-05-20,Maintenance,Maintenance for Locust LCT-1V,CSB -300,"219,164,261 C-Bill"
3029-05-21,Maintenance,Maintenance for Javelin JVN-10F 'Fire Javelin',CSB -300,"219,163,961 C-Bill"
3029-05-21,Maintenance,Maintenance for Hunchback HBK-4P,CSB -300,"219,163,661 C-Bill"
3029-05-21,Maintenance,Maintenance for Griffin GRF-1S,CSB -300,"219,163,361 C-Bill"
3029-05-21,Maintenance,Maintenance for Black Knight BL-7-KNT-L,CSB -300,"219,163,061 C-Bill"
3029-05-21,Maintenance,Maintenance for Grasshopper GHR-5H,CSB -300,"219,162,761 C-Bill"
3029-05-21,Maintenance,Maintenance for Stalker STK-4N,CSB -300,"219,162,461 C-Bill"
3029-05-21,Maintenance,Maintenance for Strike Falcon Attack VTOL,CSB -260,"219,162,201 C-Bill"
3029-05-21,Maintenance,Maintenance for Hunchback HBK-4P #2,CSB -300,"219,161,901 C-Bill"
3029-05-21,Maintenance,Maintenance for Strike Falcon Attack VTOL #2,CSB -260,"219,161,641 C-Bill"
3029-05-21,Maintenance,Maintenance for Strike Falcon Attack VTOL #3,CSB -260,"219,161,381 C-Bill"
3029-05-21,Maintenance,Maintenance for MASH Truck (ICE),CSB -100,"219,161,281 C-Bill"
3029-05-21,Maintenance,Maintenance for Leopard (Black Swan Mk III) - The Black Swan,CSB -2000,"219,159,281 C-Bill"
3029-05-21,Maintenance,Maintenance for Heavy BattleMech Recovery Vehicle,CSB -100,"219,159,181 C-Bill"
3029-05-21,Maintenance,Maintenance for Boomerang Spotter Plane,CSB -200,"219,158,981 C-Bill"
3029-05-21,Maintenance,Maintenance for Partisan Heavy Tank,CSB -100,"219,158,881 C-Bill"
3029-05-21,Maintenance,Maintenance for Partisan Heavy Tank #2,CSB -100,"219,158,781 C-Bill"
3029-05-21,Maintenance,Maintenance for Partisan Heavy Tank #3,CSB -100,"219,158,681 C-Bill"
3029-05-21,Maintenance,Maintenance for Union (2708),CSB -2000,"219,156,681 C-Bill"
3029-05-21,Maintenance,Maintenance for Gazelle (Heavy Vehicle) Mk II,CSB -2000,"219,154,681 C-Bill"
3029-05-21,Maintenance,Maintenance for Cicada CDA-3C,CSB -300,"219,154,381 C-Bill"
3029-05-21,Maintenance,Maintenance for Pegasus Scout Hover Tank,CSB -100,"219,154,281 C-Bill"
3029-05-22,Maintenance,Maintenance for Rifleman RFL-3N,CSB -300,"219,153,981 C-Bill"
3029-05-22,Maintenance,Maintenance for Wolfhound WLF-1,CSB -300,"219,153,681 C-Bill"
3029-05-22,Maintenance,Maintenance for Manticore Heavy Tank,CSB -100,"219,153,581 C-Bill"
3029-05-22,Maintenance,Maintenance for Behemoth Heavy Tank,CSB -100,"219,153,481 C-Bill"
3029-05-22,Maintenance,Maintenance for Partisan Heavy Tank (LRM),CSB -100,"219,153,381 C-Bill"
3029-05-22,Maintenance,Maintenance for Warrior Attack Helicopter H-7A,CSB -260,"219,153,121 C-Bill"
3029-05-22,Maintenance,Maintenance for Warrior Attack Helicopter H-7A #2,CSB -260,"219,152,861 C-Bill"
3029-05-22,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25,CSB -100,"219,152,761 C-Bill"
3029-05-22,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Ammunition Carriage),CSB -100,"219,152,661 C-Bill"
3029-05-22,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Support Carriage),CSB -100,"219,152,561 C-Bill"
3029-05-24,Maintenance,Maintenance for Stalker STK-3F,CSB -300,"219,152,261 C-Bill"
3029-05-24,Maintenance,Maintenance for Spider SDR-5V,CSB -300,"219,151,961 C-Bill"
3029-05-24,Maintenance,Maintenance for Warrior Attack Helicopter H-7,CSB -260,"219,151,701 C-Bill"
3029-05-25,Maintenance,Maintenance for Trebuchet TBT-5S,CSB -300,"219,151,401 C-Bill"
3029-05-25,Maintenance,Maintenance for Maxim Heavy Hover Transport,CSB -100,"219,151,301 C-Bill"
3029-05-25,Maintenance,Maintenance for Goblin Medium Tank,CSB -100,"219,151,201 C-Bill"
3029-05-28,Maintenance,Maintenance for Partisan Heavy Tank #4,CSB -100,"219,151,101 C-Bill"
3029-05-29,Maintenance,Maintenance for Maxim Heavy Hover Transport (SRM4),CSB -100,"219,151,001 C-Bill"
3029-05-29,Maintenance,Maintenance for Maxim Heavy Hover Transport #2,CSB -100,"219,150,901 C-Bill"
3029-05-29,Maintenance,Maintenance for Maxim Heavy Hover Transport #3,CSB -100,"219,150,801 C-Bill"
3029-05-29,Maintenance,Maintenance for Lightning LTN-G15,CSB -260,"219,150,541 C-Bill"
3029-05-29,Maintenance,Maintenance for Stingray F-90,CSB -260,"219,150,281 C-Bill"
3029-05-29,Maintenance,Maintenance for Warrior Attack Helicopter H-7 #2,CSB -260,"219,150,021 C-Bill"
3029-05-30,Maintenance,Maintenance for Saladin Assault Hover Tank (Armor),CSB -100,"219,149,921 C-Bill"
3029-06-01,Contract Payments,Monthly payment for Invasion New Caledonia,CSB 8178490,"227,328,411 C-Bill"
3029-06-01,Maintenance,Monthly Spare Parts,CSB -191943,"227,136,468 C-Bill"
3029-06-01,Maintenance,Monthly Ammunition,CSB -599413,"226,537,055 C-Bill"
3029-06-01,Maintenance,Monthly Fuel bill,CSB -1978224,"224,558,831 C-Bill"
3029-06-01,Salaries,Monthly salaries,CSB -534504,"224,024,327 C-Bill"
3029-06-01,Overhead,Monthly overhead,CSB -26725,"223,997,602 C-Bill"
3029-06-01,Repairs,Repair of Large Laser,CSB -6000,"223,991,602 C-Bill"
3029-06-01,Repairs,Repair of SRM 6,CSB -4800,"223,986,802 C-Bill"
3029-06-01,Repairs,Repair of Heat Sink,CSB -360,"223,986,442 C-Bill"
3029-06-01,Repairs,Repair of Heat Sink,CSB -360,"223,986,082 C-Bill"
3029-06-01,Repairs,Repair of Upper Leg Actuator,CSB -2025,"223,984,057 C-Bill"
3029-06-01,Repairs,Repair of Lower Leg Actuator,CSB -1080,"223,982,977 C-Bill"
3029-06-01,Repairs,Repair of Foot Actuator,CSB -1260,"223,981,717 C-Bill"
3029-06-01,Repairs,Repair of Upper Leg Actuator,CSB -1890,"223,979,827 C-Bill"
3029-06-01,Repairs,Repair of Lower Leg Actuator,CSB -1008,"223,978,819 C-Bill"
3029-06-01,Repairs,Repair of Foot Actuator,CSB -1512,"223,977,307 C-Bill"
3029-06-01,Repairs,Repair of Lower Leg Actuator,CSB -864,"223,976,443 C-Bill"
3029-06-01,Repairs,Repair of Foot Actuator,CSB -1296,"223,975,147 C-Bill"
3029-06-01,Repairs,Repair of Hand Actuator,CSB -720,"223,974,427 C-Bill"
3029-06-01,Repairs,Repair of SRM 4,CSB -2400,"223,972,027 C-Bill"
3029-06-01,Repairs,Repair of SRM 4,CSB -1200,"223,970,827 C-Bill"
3029-06-01,Repairs,Repair of SRM 6,CSB -8000,"223,962,827 C-Bill"
3029-06-01,Repairs,Repair of SRM 6,CSB -8000,"223,954,827 C-Bill"
3029-06-01,Repairs,Repair of SRM 6,CSB -8000,"223,946,827 C-Bill"
3029-06-01,Repairs,Repair of AC/10,CSB -20000,"223,926,827 C-Bill"
3029-06-01,Repairs,Repair of SRM 6,CSB -4800,"223,922,027 C-Bill"
3029-06-01,Repairs,Repair of SRM 6,CSB -8000,"223,914,027 C-Bill"
3029-06-01,Repairs,Repair of SRM 6,CSB -3200,"223,910,827 C-Bill"
3029-06-01,Repairs,Repair of SRM 4,CSB -6000,"223,904,827 C-Bill"
3029-06-01,Repairs,Repair of Heat Sink,CSB -200,"223,904,627 C-Bill"
3029-06-01,Repairs,Repair of Heat Sink,CSB -200,"223,904,427 C-Bill"
3029-06-01,Repairs,Repair of SRM 6,CSB -4800,"223,899,627 C-Bill"
3029-06-01,Repairs,Repair of Lower Arm Actuator,CSB -300,"223,899,327 C-Bill"
3029-06-02,Repairs,Repair of PPC,CSB -20000,"223,879,327 C-Bill"
3029-06-02,Repairs,Repair of SRM 6,CSB -8000,"223,871,327 C-Bill"
3029-06-02,Repairs,Repair of AC/10,CSB -20000,"223,851,327 C-Bill"
3029-06-02,Repairs,Repair of SRM 6,CSB -4800,"223,846,527 C-Bill"
3029-06-02,Repairs,Repair of Large Laser,CSB -10000,"223,836,527 C-Bill"
3029-06-02,Repairs,Repair of Turret,CSB -700,"223,835,827 C-Bill"
3029-06-03,Repairs,Repair of Vehicle Left Side,CSB 0,"223,835,827 C-Bill"
3029-06-03,Repairs,Repair of Standard Cockpit,CSB -20000,"223,815,827 C-Bill"
3029-06-03,Repairs,Repair of Machine Gun,CSB -300,"223,815,527 C-Bill"
3029-06-03,Repairs,Repair of Vehicle Stabiliser,CSB 0,"223,815,527 C-Bill"
3029-06-03,Repairs,Repair of Lower Arm Actuator,CSB -325,"223,815,202 C-Bill"
3029-06-03,Repairs,Repair of 240 ICE [Vehicle] Engine,CSB -14400,"223,800,802 C-Bill"
3029-06-04,Repairs,Repair of Mech Right Arm,CSB -576,"223,800,226 C-Bill"
3029-06-04,Repairs,Repair of Hand Actuator,CSB -520,"223,799,706 C-Bill"
3029-06-04,Repairs,Repair of Vehicle Stabiliser,CSB 0,"223,799,706 C-Bill"
3029-06-04,Repairs,Repair of 180 ICE [Vehicle] Engine,CSB -7200,"223,792,506 C-Bill"
3029-06-04,Repairs,Repair of Heat Sink,CSB -200,"223,792,306 C-Bill"
3029-06-05,Repairs,Repair of SRM 6,CSB -3200,"223,789,106 C-Bill"
3029-06-05,Repairs,Repair of Mech Left Leg,CSB -720,"223,788,386 C-Bill"
3029-06-05,Repairs,Repair of Mech Right Torso,CSB -576,"223,787,810 C-Bill"
3029-06-06,Repairs,Repair of Mech Life Support System,CSB -3000,"223,784,810 C-Bill"
3029-06-06,Repairs,Repair of Upper Arm Actuator,CSB -600,"223,784,210 C-Bill"
3029-06-09,Repairs,Repair of Vehicle Stabiliser,CSB 0,"223,784,210 C-Bill"
3029-06-15,Recruitment,Recruitment of Cass Micklethwaite,CSB -600,"223,783,610 C-Bill"
3029-06-15,Recruitment,Recruitment of Amiri Scheinoha,CSB -960,"223,782,650 C-Bill"
3029-06-17,Maintenance,Maintenance for Locust LCT-1V,CSB -300,"223,782,350 C-Bill"
3029-06-18,Maintenance,Maintenance for Javelin JVN-10F 'Fire Javelin',CSB -300,"223,782,050 C-Bill"
3029-06-18,Maintenance,Maintenance for Hunchback HBK-4P,CSB -300,"223,781,750 C-Bill"
3029-06-18,Maintenance,Maintenance for Black Knight BL-7-KNT-L,CSB -300,"223,781,450 C-Bill"
3029-06-18,Maintenance,Maintenance for Stalker STK-4N,CSB -300,"223,781,150 C-Bill"
3029-06-18,Maintenance,Maintenance for Strike Falcon Attack VTOL,CSB -260,"223,780,890 C-Bill"
3029-06-18,Maintenance,Maintenance for Hunchback HBK-4P #2,CSB -300,"223,780,590 C-Bill"
3029-06-18,Maintenance,Maintenance for Strike Falcon Attack VTOL #2,CSB -260,"223,780,330 C-Bill"
3029-06-18,Maintenance,Maintenance for Strike Falcon Attack VTOL #3,CSB -260,"223,780,070 C-Bill"
3029-06-18,Maintenance,Maintenance for MASH Truck (ICE),CSB -100,"223,779,970 C-Bill"
3029-06-18,Maintenance,Maintenance for Leopard (Black Swan Mk III) - The Black Swan,CSB -2000,"223,777,970 C-Bill"
3029-06-18,Maintenance,Maintenance for Heavy BattleMech Recovery Vehicle,CSB -100,"223,777,870 C-Bill"
3029-06-18,Maintenance,Maintenance for Boomerang Spotter Plane,CSB -200,"223,777,670 C-Bill"
3029-06-18,Maintenance,Maintenance for Partisan Heavy Tank,CSB -100,"223,777,570 C-Bill"
3029-06-18,Maintenance,Maintenance for Partisan Heavy Tank #2,CSB -100,"223,777,470 C-Bill"
3029-06-18,Maintenance,Maintenance for Partisan Heavy Tank #3,CSB -100,"223,777,370 C-Bill"
3029-06-18,Maintenance,Maintenance for Union (2708),CSB -2000,"223,775,370 C-Bill"
3029-06-18,Maintenance,Maintenance for Gazelle (Heavy Vehicle) Mk II,CSB -2000,"223,773,370 C-Bill"
3029-06-18,Maintenance,Maintenance for Cicada CDA-3C,CSB -300,"223,773,070 C-Bill"
3029-06-18,Maintenance,Maintenance for Pegasus Scout Hover Tank,CSB -100,"223,772,970 C-Bill"
3029-06-19,Maintenance,Maintenance for Rifleman RFL-3N,CSB -300,"223,772,670 C-Bill"
3029-06-19,Maintenance,Maintenance for Wolfhound WLF-1,CSB -300,"223,772,370 C-Bill"
3029-06-19,Maintenance,Maintenance for Manticore Heavy Tank,CSB -100,"223,772,270 C-Bill"
3029-06-19,Maintenance,Maintenance for Behemoth Heavy Tank,CSB -100,"223,772,170 C-Bill"
3029-06-19,Maintenance,Maintenance for Partisan Heavy Tank (LRM),CSB -100,"223,772,070 C-Bill"
3029-06-19,Maintenance,Maintenance for Warrior Attack Helicopter H-7A,CSB -260,"223,771,810 C-Bill"
3029-06-19,Maintenance,Maintenance for Warrior Attack Helicopter H-7A #2,CSB -260,"223,771,550 C-Bill"
3029-06-19,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25,CSB -100,"223,771,450 C-Bill"
3029-06-19,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Ammunition Carriage),CSB -100,"223,771,350 C-Bill"
3029-06-19,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Support Carriage),CSB -100,"223,771,250 C-Bill"
3029-06-21,Maintenance,Maintenance for Stalker STK-3F,CSB -300,"223,770,950 C-Bill"
3029-06-21,Maintenance,Maintenance for Spider SDR-5V,CSB -300,"223,770,650 C-Bill"
3029-06-21,Maintenance,Maintenance for Warrior Attack Helicopter H-7,CSB -260,"223,770,390 C-Bill"
3029-06-22,Maintenance,Maintenance for Trebuchet TBT-5S,CSB -300,"223,770,090 C-Bill"
3029-06-22,Maintenance,Maintenance for Maxim Heavy Hover Transport,CSB -100,"223,769,990 C-Bill"
3029-06-22,Maintenance,Maintenance for Goblin Medium Tank,CSB -100,"223,769,890 C-Bill"
3029-06-25,Maintenance,Maintenance for Partisan Heavy Tank #4,CSB -100,"223,769,790 C-Bill"
3029-06-25,Recruitment,Recruitment of Steve Guao,CSB -600,"223,769,190 C-Bill"
3029-06-25,Recruitment,Recruitment of Deborah Taylor,CSB -960,"223,768,230 C-Bill"
3029-06-26,Maintenance,Maintenance for Maxim Heavy Hover Transport (SRM4),CSB -100,"223,768,130 C-Bill"
3029-06-26,Maintenance,Maintenance for Maxim Heavy Hover Transport #2,CSB -100,"223,768,030 C-Bill"
3029-06-26,Maintenance,Maintenance for Maxim Heavy Hover Transport #3,CSB -100,"223,767,930 C-Bill"
3029-06-26,Maintenance,Maintenance for Lightning LTN-G15,CSB -260,"223,767,670 C-Bill"
3029-06-26,Maintenance,Maintenance for Stingray F-90,CSB -260,"223,767,410 C-Bill"
3029-06-26,Maintenance,Maintenance for Warrior Attack Helicopter H-7 #2,CSB -260,"223,767,150 C-Bill"
3029-06-27,Maintenance,Maintenance for Saladin Assault Hover Tank (Armor),CSB -100,"223,767,050 C-Bill"
3029-06-27,Recruitment,Recruitment of Xhon Prospal,CSB -1000,"223,766,050 C-Bill"
3029-06-27,Recruitment,Recruitment of Kyushichi Yoshida,CSB -1000,"223,765,050 C-Bill"
3029-07-01,Contract Payments,Monthly payment for Invasion New Caledonia,CSB 8178490,"231,943,540 C-Bill"
3029-07-01,Maintenance,Monthly Spare Parts,CSB -191943,"231,751,597 C-Bill"
3029-07-01,Maintenance,Monthly Ammunition,CSB -599413,"231,152,184 C-Bill"
3029-07-01,Maintenance,Monthly Fuel bill,CSB -1978224,"229,173,960 C-Bill"
3029-07-01,Salaries,Monthly salaries,CSB -537064,"228,636,896 C-Bill"
3029-07-01,Overhead,Monthly overhead,CSB -26853,"228,610,043 C-Bill"
3029-07-01,Equipment Sale(s),Sale of 1 Vehicle Sensors,CSB 0,"228,610,043 C-Bill"
3029-07-01,Equipment Sale(s),Sale of 1 Vehicle Stabiliser,CSB 0,"228,610,043 C-Bill"
3029-07-01,Equipment Sale(s),Sale of 1 Heat Sink,CSB 100,"228,610,143 C-Bill"
3029-07-01,Equipment Sale(s),Sale of 1 Vehicle Stabiliser,CSB 0,"228,610,143 C-Bill"
3029-07-01,Equipment Sale(s),Sale of 1 Lower Arm Actuator,CSB 138,"228,610,281 C-Bill"
3029-07-01,Equipment Sale(s),Sale of 1 Hand Actuator,CSB 240,"228,610,521 C-Bill"
3029-07-01,Equipment Sale(s),Sale of 1 Standard Gyro,CSB 18000,"228,628,521 C-Bill"
3029-07-01,Battle Loss Compensation,Battle loss compensation (parts) for Maxim Heavy Hover Transport (SRM4),CSB 2822,"228,631,343 C-Bill"
3029-07-01,Battle Loss Compensation,Battle loss compensation (parts) for Thunderbolt TDR-5SS,CSB 12206,"228,643,549 C-Bill"
3029-07-01,Battle Loss Compensation,Battle loss compensation (parts) for Griffin GRF-1S,CSB 392,"228,643,941 C-Bill"
3029-07-01,Battle Loss Compensation,Battle loss compensation (parts) for Trebuchet TBT-5S,CSB 1460,"228,645,401 C-Bill"
3029-07-01,Battle Loss Compensation,Battle loss compensation for Wolfhound WLF-1,CSB 2283597,"230,928,998 C-Bill"
3029-07-01,Battle Loss Compensation,Battle loss compensation for Locust LCT-1V,CSB 460121,"231,389,119 C-Bill"
3029-07-01,Battle Loss Compensation,Battle loss compensation (parts) for Cicada CDA-3C,CSB 22730,"231,411,849 C-Bill"
3029-07-01,Battle Loss Compensation,Battle loss compensation for Warrior Attack Helicopter H-7 #2,CSB 285175,"231,697,024 C-Bill"
3029-07-01,Repairs,Repair of Heat Sink,CSB -360.00,"231,696,664 C-Bill"
3029-07-01,Repairs,Repair of Heat Sink,CSB -360.00,"231,696,304 C-Bill"
3029-07-01,Repairs,Repair of Mech Left Arm,CSB -576.00,"231,695,728 C-Bill"
3029-07-01,Repairs,Repair of Mech Left Torso,CSB -1344.00,"231,694,384 C-Bill"
3029-07-01,Repairs,Repair of Mech Head,CSB -2376.00,"231,692,008 C-Bill"
3029-07-01,Repairs,Repair of Motive System,CSB 0.0,"231,692,008 C-Bill"
3029-07-01,Repairs,Repair of Motive System,CSB 0.0,"231,692,008 C-Bill"
3029-07-01,Repairs,Repair of Motive System,CSB 0.0,"231,692,008 C-Bill"
3029-07-01,Ransom,Ransom,CSB 355000,"232,047,008 C-Bill"
3029-07-02,Repairs,Repair of 280 Fusion Engine,CSB -134400.000000000006,"231,912,608 C-Bill"
3029-07-02,Repairs,Repair of Upper Arm Actuator,CSB -720.00,"231,911,888 C-Bill"
3029-07-02,Equipment Purchase(s),Purchase of Mech Right Arm,CSB -15600,"231,896,288 C-Bill"
3029-07-02,Equipment Purchase(s),Purchase of Mech Right Arm,CSB -15600,"231,880,688 C-Bill"
3029-07-02,Equipment Purchase(s),Purchase of Mech Right Torso,CSB -12000,"231,868,688 C-Bill"
3029-07-02,Equipment Purchase(s),Purchase of Mech Right Torso,CSB -12000,"231,856,688 C-Bill"
3029-07-02,Equipment Purchase(s),Purchase of Mech Right Arm,CSB -9600,"231,847,088 C-Bill"
3029-07-02,Equipment Purchase(s),Purchase of Mech Right Arm,CSB -9600,"231,837,488 C-Bill"
3029-07-02,Equipment Purchase(s),Purchase of Mech Left Arm,CSB -13200,"231,824,288 C-Bill"
3029-07-02,Equipment Purchase(s),Purchase of Mech Left Arm,CSB -13200,"231,811,088 C-Bill"
3029-07-02,Equipment Purchase(s),Purchase of Mech Head,CSB -184400,"231,626,688 C-Bill"
3029-07-02,Equipment Purchase(s),Purchase of Mech Head,CSB -184400,"231,442,288 C-Bill"
3029-07-02,Repairs,Repair of SRM 6,CSB -11200.00,"231,431,088 C-Bill"
3029-07-02,Repairs,Repair of Medium Laser,CSB -7200.00,"231,423,888 C-Bill"
3029-07-02,Recruitment,Recruitment of Craig Adoniia,CSB -1800,"231,422,088 C-Bill"
3029-07-02,Recruitment,Recruitment of Young-Shim Ishikawa,CSB -1800,"231,420,288 C-Bill"
3029-07-02,Recruitment,Recruitment of Tashiaki Muhsin,CSB -1800,"231,418,488 C-Bill"
3029-07-02,Recruitment,Recruitment of Lee MacFarlane,CSB -1800,"231,416,688 C-Bill"
3029-07-03,Repairs,Repair of Mech Left Arm,CSB -2808.00,"231,413,880 C-Bill"
3029-07-03,Repairs,Repair of Lower Arm Actuator,CSB -585.00,"231,413,295 C-Bill"
3029-07-03,Repairs,Repair of Hand Actuator,CSB -936.00,"231,412,359 C-Bill"
3029-07-03,Repairs,Repair of Mech Left Torso,CSB -2808.00,"231,409,551 C-Bill"
3029-07-03,Repairs,Repair of Heat Sink,CSB -360.00,"231,409,191 C-Bill"
3029-07-03,Repairs,Repair of Medium Laser,CSB -7200.00,"231,401,991 C-Bill"
3029-07-03,Repairs,Repair of Medium Laser,CSB -7200.00,"231,394,791 C-Bill"
3029-07-03,Repairs,Repair of Heat Sink,CSB -280.00,"231,394,511 C-Bill"
3029-07-03,Repairs,Repair of Heat Sink,CSB -280.00,"231,394,231 C-Bill"
3029-07-03,Repairs,Repair of Heat Sink,CSB -360.00,"231,393,871 C-Bill"
3029-07-03,Repairs,Repair of Heat Sink,CSB -360.00,"231,393,511 C-Bill"
3029-07-03,Repairs,Repair of Heat Sink,CSB -360.00,"231,393,151 C-Bill"
3029-07-03,Repairs,Repair of Heat Sink,CSB -360.00,"231,392,791 C-Bill"
3029-07-03,Repairs,Repair of Upper Leg Actuator,CSB -1350.00,"231,391,441 C-Bill"
3029-07-03,Repairs,Repair of Foot Actuator,CSB -1080.00,"231,390,361 C-Bill"
3029-07-03,Repairs,Repair of Hand Actuator,CSB -936.00,"231,389,425 C-Bill"
3029-07-03,Repairs,Repair of Machine Gun,CSB -900.00,"231,388,525 C-Bill"
3029-07-03,Repairs,Repair of Machine Gun,CSB -900.00,"231,387,625 C-Bill"
3029-07-03,Repairs,Repair of Machine Gun,CSB -900.00,"231,386,725 C-Bill"
3029-07-03,Repairs,Repair of SRM 6,CSB -14400.00,"231,372,325 C-Bill"
3029-07-03,Repairs,Repair of Machine Gun,CSB -500.00,"231,371,825 C-Bill"
3029-07-04,Repairs,Repair of Mech Right Torso,CSB -1200.00,"231,370,625 C-Bill"
3029-07-04,Repairs,Repair of Mech Left Leg,CSB -1200.00,"231,369,425 C-Bill"
3029-07-04,Repairs,Repair of Upper Arm Actuator,CSB -720.00,"231,368,705 C-Bill"
3029-07-04,Repairs,Repair of Vehicle Stabiliser,CSB 0.0,"231,368,705 C-Bill"
3029-07-04,Repairs,Repair of LRM 10,CSB -10000.00,"231,358,705 C-Bill"
3029-07-04,Recruitment,Recruitment of Magdalone Helset,CSB -1080.0,"231,357,625 C-Bill"
3029-07-05,Repairs,Repair of Mech Left Torso,CSB -1200.00,"231,356,425 C-Bill"
3029-07-05,Recruitment,Recruitment of Ben Holme,CSB -2880.0,"231,353,545 C-Bill"
3029-07-05,Repairs,Repair of 275 Fusion Engine,CSB -100833.333333333350,"231,252,712 C-Bill"
3029-07-05,Repairs,Repair of Foot Actuator,CSB -660.00,"231,252,052 C-Bill"
3029-07-06,Repairs,Repair of Mech Center Torso,CSB -1320.00,"231,250,732 C-Bill"
3029-07-06,Repairs,Repair of Mech Right Torso,CSB -1320.00,"231,249,412 C-Bill"
3029-07-06,Repairs,Repair of Jump Jet,CSB -1100.00,"231,248,312 C-Bill"
3029-07-06,Repairs,Repair of PPC,CSB -28000.00,"231,220,312 C-Bill"
3029-07-06,Recruitment,Recruitment of Philippe Roger,CSB -1600,"231,218,712 C-Bill"
3029-07-06,Repairs,Repair of Upper Arm Actuator,CSB -900.00,"231,217,812 C-Bill"
3029-07-06,Repairs,Repair of Lower Leg Actuator,CSB -720.00,"231,217,092 C-Bill"
3029-07-06,Repairs,Repair of Machine Gun,CSB -900.00,"231,216,192 C-Bill"
3029-07-06,Repairs,Repair of Medium Laser,CSB -7200.00,"231,208,992 C-Bill"
3029-07-06,Repairs,Repair of Medium Laser,CSB -7200.00,"231,201,792 C-Bill"
3029-07-06,Repairs,Repair of LRM 10,CSB -10000.00,"231,191,792 C-Bill"
3029-07-06,Repairs,Repair of PPC,CSB -20000.00,"231,171,792 C-Bill"
3029-07-06,Repairs,Repair of Heat Sink,CSB -360.00,"231,171,432 C-Bill"
3029-07-06,Repairs,Repair of Vehicle Sensors,CSB 0.0,"231,171,432 C-Bill"
3029-07-07,Repairs,Repair of Standard Gyro,CSB -90000.00,"231,081,432 C-Bill"
3029-07-07,Repairs,Repair of Flamer,CSB -1350.00,"231,080,082 C-Bill"
3029-07-07,Repairs,Repair of Medium Laser,CSB -7200.00,"231,072,882 C-Bill"
3029-07-07,Equipment Purchase(s),Purchase of Mech Right Arm,CSB -13200,"231,059,682 C-Bill"
3029-07-07,Equipment Purchase(s),Purchase of Mech Right Leg,CSB -12000,"231,047,682 C-Bill"
3029-07-07,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"230,997,682 C-Bill"
3029-07-07,Equipment Purchase(s),Purchase of Mech Left Leg,CSB -13200,"230,984,482 C-Bill"
3029-07-07,Equipment Purchase(s),Purchase of Mech Right Arm,CSB -12000,"230,972,482 C-Bill"
3029-07-07,Repairs,Repair of Heat Sink,CSB -200.00,"230,972,282 C-Bill"
3029-07-07,Repairs,Repair of 250 Fusion Engine,CSB -83333.333333333340,"230,888,948 C-Bill"
3029-07-07,Repairs,Repair of Upper Arm Actuator,CSB -360.00,"230,888,588 C-Bill"
3029-07-07,Repairs,Repair of Mech Left Torso,CSB -1512.00,"230,887,076 C-Bill"
3029-07-07,Repairs,Repair of Small Laser,CSB -1125.00,"230,885,951 C-Bill"
3029-07-07,Repairs,Repair of Jump Jet,CSB -900.00,"230,885,051 C-Bill"
3029-07-07,Repairs,Repair of Heat Sink,CSB -200.00,"230,884,851 C-Bill"
