Date,Type,Description,Amount,RunningTotal
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,854,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,852,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,850,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,848,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,846,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,844,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,842,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,840,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,838,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,836,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,834,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,832,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,830,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,828,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,826,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,824,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,822,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,820,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,818,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,816,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,814,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,812,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,810,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,808,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,806,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,804,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,802,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,800,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,798,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,796,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,794,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,792,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 2 Ammo,CSB -27000,"53,765,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 2 Ammo,CSB -27000,"53,738,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 2 Ammo,CSB -27000,"53,711,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 2 Ammo,CSB -27000,"53,684,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 2 Ammo,CSB -27000,"53,657,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 2 Ammo,CSB -27000,"53,630,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 2 Ammo,CSB -27000,"53,603,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 2 Ammo,CSB -27000,"53,576,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 2 Ammo,CSB -27000,"53,549,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 2 Ammo,CSB -27000,"53,522,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 4 Ammo,CSB -27000,"53,495,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 4 Ammo,CSB -27000,"53,468,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 4 Ammo,CSB -27000,"53,441,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 4 Ammo,CSB -27000,"53,414,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 4 Ammo,CSB -27000,"53,387,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 4 Ammo,CSB -27000,"53,360,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 4 Ammo,CSB -27000,"53,333,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 4 Ammo,CSB -27000,"53,306,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 4 Ammo,CSB -27000,"53,279,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 4 Ammo,CSB -27000,"53,252,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 6 Ammo,CSB -27000,"53,225,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 6 Ammo,CSB -27000,"53,198,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 6 Ammo,CSB -27000,"53,171,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 6 Ammo,CSB -27000,"53,144,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 6 Ammo,CSB -27000,"53,117,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 6 Ammo,CSB -27000,"53,090,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 6 Ammo,CSB -27000,"53,063,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 6 Ammo,CSB -27000,"53,036,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 6 Ammo,CSB -27000,"53,009,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 6 Ammo,CSB -27000,"52,982,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 10 Ammo,CSB -30000,"52,952,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 10 Ammo,CSB -30000,"52,922,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 10 Ammo,CSB -30000,"52,892,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 10 Ammo,CSB -30000,"52,862,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 10 Ammo,CSB -30000,"52,832,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 10 Ammo,CSB -30000,"52,802,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 10 Ammo,CSB -30000,"52,772,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 10 Ammo,CSB -30000,"52,742,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 10 Ammo,CSB -30000,"52,712,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 10 Ammo,CSB -30000,"52,682,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 20 Ammo,CSB -30000,"52,652,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 20 Ammo,CSB -30000,"52,622,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 20 Ammo,CSB -30000,"52,592,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 20 Ammo,CSB -30000,"52,562,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 20 Ammo,CSB -30000,"52,532,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 20 Ammo,CSB -30000,"52,502,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 20 Ammo,CSB -30000,"52,472,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 20 Ammo,CSB -30000,"52,442,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 20 Ammo,CSB -30000,"52,412,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 20 Ammo,CSB -30000,"52,382,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 5 Ammo,CSB -30000,"52,352,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 5 Ammo,CSB -30000,"52,322,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 5 Ammo,CSB -30000,"52,292,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 5 Ammo,CSB -30000,"52,262,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 5 Ammo,CSB -30000,"52,232,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 5 Ammo,CSB -30000,"52,202,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 5 Ammo,CSB -30000,"52,172,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 5 Ammo,CSB -30000,"52,142,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 5 Ammo,CSB -30000,"52,112,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 5 Ammo,CSB -30000,"52,082,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Machine Gun Ammo,CSB -1000,"52,081,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Machine Gun Ammo,CSB -1000,"52,080,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Machine Gun Ammo,CSB -1000,"52,079,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Machine Gun Ammo,CSB -1000,"52,078,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Machine Gun Ammo,CSB -1000,"52,077,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Machine Gun Ammo,CSB -1000,"52,076,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Machine Gun Ammo,CSB -1000,"52,075,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Machine Gun Ammo,CSB -1000,"52,074,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Machine Gun Ammo,CSB -1000,"52,073,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Machine Gun Ammo,CSB -1000,"52,072,999 ComStar bill"
3028-02-28,Repairs,Repair of Mech Right Leg,CSB -1320,"52,071,679 ComStar bill"
3028-02-29,Repairs,Repair of Mech Left Torso,CSB -1320,"52,070,359 ComStar bill"
3028-02-29,Repairs,Repair of LRM 10,CSB -10000,"52,060,359 ComStar bill"
3028-03-01,Repairs,Repair of Medium Laser,CSB -4000,"52,056,359 ComStar bill"
3028-03-01,Contract Payments,Monthly payment for Garrison Icar,CSB 4461892,"56,518,251 ComStar bill"
3028-03-01,Contract Payments,Monthly payment for Gustrell Jail Break,CSB 11670122,"68,188,373 ComStar bill"
3028-03-01,Maintenance,Monthly Spare Parts,CSB -39570,"68,148,803 ComStar bill"
3028-03-01,Maintenance,Monthly Ammunition,CSB -76214,"68,072,589 ComStar bill"
3028-03-01,Maintenance,Monthly Fuel bill,CSB -450584,"67,622,005 ComStar bill"
3028-03-01,Salaries,Monthly salaries,CSB -207875,"67,414,130 ComStar bill"
3028-04-01,Contract Payments,Monthly payment for Garrison Icar,CSB 4461892,"71,876,022 ComStar bill"
3028-04-01,Contract Payments,Monthly payment for Gustrell Jail Break,CSB 11670122,"83,546,144 ComStar bill"
3028-04-01,Maintenance,Monthly Spare Parts,CSB -39570,"83,506,574 ComStar bill"
3028-04-01,Maintenance,Monthly Ammunition,CSB -76214,"83,430,360 ComStar bill"
3028-04-01,Maintenance,Monthly Fuel bill,CSB -450584,"82,979,776 ComStar bill"
3028-04-01,Salaries,Monthly salaries,CSB -207875,"82,771,901 ComStar bill"
3028-05-01,Contract Payments,Monthly payment for Garrison Icar,CSB 4461892,"87,233,793 ComStar bill"
3028-05-01,Contract Payments,Monthly payment for Gustrell Jail Break,CSB 11670122,"98,903,915 ComStar bill"
3028-05-01,Maintenance,Monthly Spare Parts,CSB -39570,"98,864,345 ComStar bill"
3028-05-01,Maintenance,Monthly Ammunition,CSB -76214,"98,788,131 ComStar bill"
3028-05-01,Maintenance,Monthly Fuel bill,CSB -450584,"98,337,547 ComStar bill"
3028-05-01,Salaries,Monthly salaries,CSB -207875,"98,129,672 ComStar bill"
3028-06-01,Contract Payments,Monthly payment for Garrison Icar,CSB 4461892,"102,591,564 ComStar bill"
3028-06-01,Maintenance,Monthly Spare Parts,CSB -39570,"102,551,994 ComStar bill"
3028-06-01,Maintenance,Monthly Ammunition,CSB -76214,"102,475,780 ComStar bill"
3028-06-01,Maintenance,Monthly Fuel bill,CSB -450584,"102,025,196 ComStar bill"
3028-06-01,Salaries,Monthly salaries,CSB -207875,"101,817,321 ComStar bill"
3028-06-01,Contract Payments,Advance funds for Wargames,CSB 0,"101,817,321 ComStar bill"
3028-06-01,Contract Payments,Advance funds for Wargames,CSB 0,"101,817,321 ComStar bill"
3028-06-02,Recruitment,Recruitment of Han-wu Ng,CSB -900,"101,816,421 ComStar bill"
3028-06-02,Recruitment,Recruitment of Apolena Vilha,CSB -1500,"101,814,921 ComStar bill"
3028-07-01,Contract Payments,Monthly payment for Wargames,CSB 5819316,"107,634,237 ComStar bill"
3028-07-01,Maintenance,Monthly Spare Parts,CSB -39570,"107,594,667 ComStar bill"
3028-07-01,Maintenance,Monthly Ammunition,CSB -152429,"107,442,238 ComStar bill"
3028-07-01,Maintenance,Monthly Fuel bill,CSB -450584,"106,991,654 ComStar bill"
3028-07-01,Salaries,Monthly salaries,CSB -209075,"106,782,579 ComStar bill"
3028-08-01,Contract Payments,Monthly payment for Wargames,CSB 5819316,"112,601,895 ComStar bill"
3028-08-01,Maintenance,Monthly Spare Parts,CSB -39570,"112,562,325 ComStar bill"
3028-08-01,Maintenance,Monthly Ammunition,CSB -152429,"112,409,896 ComStar bill"
3028-08-01,Maintenance,Monthly Fuel bill,CSB -450584,"111,959,312 ComStar bill"
3028-08-01,Salaries,Monthly salaries,CSB -209075,"111,750,237 ComStar bill"
3028-08-28,Equipment Purchase(s),Purchase of Mech Head,CSB -184400,"111,565,837 ComStar bill"
3028-08-28,Contract Payments,Remaining payment for Wargames,CSB 5819316,"117,385,153 ComStar bill"
3028-08-28,Contract Payments,Advance funds for Invasion New Caledonia,CSB 32713961,"150,099,114 ComStar bill"
3028-08-28,Battle Loss Compensation,Battle loss compensation for Thunderbolt TDR-5SS,CSB 2205039,"152,304,153 ComStar bill"
3028-08-28,Battle Loss Compensation,Battle loss compensation (parts) for Thunderbolt TDR-5SS #2,CSB 2092,"152,306,245 ComStar bill"
3028-08-28,Battle Loss Compensation,Battle loss compensation (parts) for Griffin GRF-1S,CSB 351,"152,306,596 ComStar bill"
3028-08-28,Battle Loss Compensation,Battle loss compensation (parts) for Hunchback HBK-4P #2,CSB 2260,"152,308,856 ComStar bill"
3028-08-28,Battle Loss Compensation,Battle loss compensation (parts) for Hunchback HBK-4P,CSB 891,"152,309,747 ComStar bill"
3028-08-28,Battle Loss Compensation,Battle loss compensation for Javelin JVN-10F 'Fire Javelin' #2,CSB 666279,"152,976,026 ComStar bill"
3028-08-28,Battle Loss Compensation,Battle loss compensation for Spider SDR-5V,CSB 1492270,"154,468,296 ComStar bill"
3028-08-28,Battle Loss Compensation,Battle loss compensation (parts) for Dervish DV-6M,CSB 23902,"154,492,198 ComStar bill"
3028-08-28,Contract Payments,Combat Objectives Bonus +100%,CSB 8200000,"162,692,198 ComStar bill"
3028-08-28,Equipment Purchase(s),Purchase of Mech Right Leg,CSB -13200,"162,678,998 ComStar bill"
3028-08-28,Repairs,Repair of Heat Sink,CSB -360,"162,678,638 ComStar bill"
3028-08-28,Repairs,Repair of Heat Sink,CSB -360,"162,678,278 ComStar bill"
3028-08-28,Repairs,Repair of Heat Sink,CSB -360,"162,677,918 ComStar bill"
3028-08-28,Repairs,Repair of Mech Center Torso,CSB -1848,"162,676,070 ComStar bill"
3028-08-28,Repairs,Repair of Mech Right Torso,CSB -1848,"162,674,222 ComStar bill"
3028-08-28,Repairs,Repair of 275 Fusion Engine,CSB -141167,"162,533,055 ComStar bill"
3028-08-28,Equipment Purchase(s),Purchase of BAR 7 armor (D),CSB -33300,"162,499,755 ComStar bill"
3028-08-28,Equipment Purchase(s),Purchase of BAR 7 armor (D),CSB -33300,"162,466,455 ComStar bill"
3028-08-28,Equipment Purchase(s),Purchase of BAR 7 armor (D),CSB -33300,"162,433,155 ComStar bill"
3028-08-28,Unit Sale(s),Sale of SRM Carrier (Standard),CSB 335465,"162,768,620 ComStar bill"
3028-08-29,Recruitment,Recruitment of Kozue Ishikawa,CSB -4800,"162,763,820 ComStar bill"
3028-08-29,Equipment Purchase(s),Purchase of Mech Right Arm,CSB -12000,"162,751,820 ComStar bill"
3028-08-29,Repairs,Repair of Medium Laser,CSB -4000,"162,747,820 ComStar bill"
3028-08-29,Equipment Purchase(s),Purchase of Mech Left Leg,CSB -12000,"162,735,820 ComStar bill"
3028-08-29,Repairs,Repair of Vehicle Left Side,CSB 0,"162,735,820 ComStar bill"
3028-08-29,Repairs,Repair of Motive System,CSB 0,"162,735,820 ComStar bill"
3028-08-29,Repairs,Repair of Vehicle Front,CSB 0,"162,735,820 ComStar bill"
3028-08-29,Repairs,Repair of Vehicle Stabiliser,CSB 0,"162,735,820 ComStar bill"
3028-08-30,Repairs,Repair of Mech Left Torso,CSB -2160,"162,733,660 ComStar bill"
3028-08-30,Repairs,Repair of Mech Left Arm,CSB -2160,"162,731,500 ComStar bill"
3028-08-30,Repairs,Repair of Vehicle Stabiliser,CSB 0,"162,731,500 ComStar bill"
3028-08-30,Repairs,Repair of Motive System,CSB 0,"162,731,500 ComStar bill"
3028-08-30,Repairs,Repair of Vehicle Rear,CSB 0,"162,731,500 ComStar bill"
3028-08-30,Repairs,Repair of Motive System,CSB 0,"162,731,500 ComStar bill"
3028-08-30,Unit Sale(s),Sale of Manticore Heavy Tank (Standard),CSB 144376,"162,875,876 ComStar bill"
3028-08-30,Unit Sale(s),Sale of Manticore Heavy Tank (Standard),CSB 199531,"163,075,407 ComStar bill"
3028-08-30,Unit Sale(s),Sale of Manticore Heavy Tank (Standard),CSB 405241,"163,480,648 ComStar bill"
3028-08-30,Unit Sale(s),Sale of Manticore Heavy Tank (Standard),CSB 401866,"163,882,514 ComStar bill"
3028-08-30,Unit Sale(s),Sale of Leopard (2537),CSB 89451000,"253,333,514 ComStar bill"
3028-08-31,Repairs,Repair of Motive System,CSB 0,"253,333,514 ComStar bill"
3028-09-01,Contract Payments,Monthly payment for Invasion New Caledonia,CSB 8178490,"261,512,004 ComStar bill"
3028-09-01,Maintenance,Monthly Spare Parts,CSB -153550,"261,358,454 ComStar bill"
3028-09-01,Maintenance,Monthly Ammunition,CSB -323536,"261,034,918 ComStar bill"
3028-09-01,Maintenance,Monthly Fuel bill,CSB -1320904,"259,714,014 ComStar bill"
3028-09-01,Salaries,Monthly salaries,CSB -210725,"259,503,289 ComStar bill"
3028-09-01,Unit Purchase(s),Purchased Locust LCT-1V,CSB -1361160,"258,142,129 ComStar bill"
3028-09-01,Equipment Purchase(s),Purchase of Mech Right Arm,CSB -12000,"258,130,129 ComStar bill"
3028-09-01,Equipment Purchase(s),Purchase of Mech Right Leg,CSB -15600,"258,114,529 ComStar bill"
3028-09-01,Equipment Purchase(s),Purchase of Mech Left Torso,CSB -15600,"258,098,929 ComStar bill"
3028-09-01,Equipment Purchase(s),Purchase of Mech Left Leg,CSB -15600,"258,083,329 ComStar bill"
3028-09-02,Unit Purchase(s),Purchased Thunderbolt TDR-5SS,CSB -5320535,"252,762,794 ComStar bill"
3028-09-04,Unit Sale(s),Sale of Partisan Heavy Tank (Standard) #4,CSB 7000,"252,769,794 ComStar bill"
3028-09-04,Recruitment,Recruitment of Toniko Yamamoto,CSB -1800,"252,767,994 ComStar bill"
3028-09-04,Recruitment,Recruitment of Shirai Vasilyev,CSB -1080,"252,766,914 ComStar bill"
3028-09-04,Recruitment,Recruitment of Sadri Eyice,CSB -1800,"252,765,114 ComStar bill"
3028-09-04,Recruitment,Recruitment of Caterina Gardini,CSB -1800,"252,763,314 ComStar bill"
3028-09-04,Recruitment,Recruitment of Lucas Parastadidis,CSB -1800,"252,761,514 ComStar bill"
3028-09-04,Recruitment,Recruitment of Lauren Antonakos,CSB -1800,"252,759,714 ComStar bill"
3028-09-04,Recruitment,Recruitment of Jessie Stunt,CSB -1800,"252,757,914 ComStar bill"
3028-09-04,Recruitment,Recruitment of Roman Thomas,CSB -1080,"252,756,834 ComStar bill"
3028-09-04,Recruitment,Recruitment of Bruna Feist,CSB -1800,"252,755,034 ComStar bill"
3028-09-04,Recruitment,Recruitment of Will bin Muntasir,CSB -1800,"252,753,234 ComStar bill"
3028-09-04,Recruitment,Recruitment of Manfred Sande,CSB -1800,"252,751,434 ComStar bill"
3028-09-04,Recruitment,Recruitment of Emiliy Luzanov,CSB -1800,"252,749,634 ComStar bill"
3028-09-04,Recruitment,Recruitment of Zale Gatchis,CSB -1800,"252,747,834 ComStar bill"
3028-09-04,Recruitment,Recruitment of Marianna Palach,CSB -1800,"252,746,034 ComStar bill"
3028-09-04,Recruitment,Recruitment of Adalie Schmitt,CSB -2880,"252,743,154 ComStar bill"
3028-09-04,Recruitment,Recruitment of Byanca Morales,CSB -1800,"252,741,354 ComStar bill"
3028-09-04,Recruitment,Recruitment of Yoshihito Suzuki,CSB -1080,"252,740,274 ComStar bill"
3028-09-04,Recruitment,Recruitment of Robin Woods,CSB -1800,"252,738,474 ComStar bill"
3028-09-04,Recruitment,Recruitment of Evan Shafer,CSB -960,"252,737,514 ComStar bill"
3028-09-04,Recruitment,Recruitment of Ricarda Garibaldi,CSB -1600,"252,735,914 ComStar bill"
3028-09-04,Recruitment,Recruitment of Jerry Ullock,CSB -2560,"252,733,354 ComStar bill"
3028-09-04,Recruitment,Recruitment of Steve Suri,CSB -1080,"252,732,274 ComStar bill"
3028-09-04,Recruitment,Recruitment of Nora Jilavian,CSB -1080,"252,731,194 ComStar bill"
3028-09-04,Recruitment,Recruitment of Tad Osipovski,CSB -2880,"252,728,314 ComStar bill"
3028-09-04,Recruitment,Recruitment of Yuki Igitian,CSB -1800,"252,726,514 ComStar bill"
3028-09-04,Recruitment,Recruitment of Siv Ule,CSB -960,"252,725,554 ComStar bill"
3028-09-04,Recruitment,Recruitment of Rayna bin Nawaf,CSB -2560,"252,722,994 ComStar bill"
3028-09-04,Recruitment,Recruitment of Annie Clarke,CSB -2000,"252,720,994 ComStar bill"
3028-09-04,Recruitment,Recruitment of Barry Nesbett,CSB -2000,"252,718,994 ComStar bill"
3028-09-04,Recruitment,Recruitment of Keya Samudra,CSB -2000,"252,716,994 ComStar bill"
3028-09-04,Recruitment,Recruitment of Adrian Withecombe,CSB -2000,"252,714,994 ComStar bill"
3028-09-04,Recruitment,Recruitment of Sayf bin Ma'n,CSB -3200,"252,711,794 ComStar bill"
3028-09-04,Recruitment,Recruitment of Paolo Pexego,CSB -2000,"252,709,794 ComStar bill"
3028-09-04,Recruitment,Recruitment of Yanamarie Guillén,CSB -2000,"252,707,794 ComStar bill"
3028-09-04,Recruitment,Recruitment of Mihai Rey,CSB -3200,"252,704,594 ComStar bill"
3028-09-04,Recruitment,Recruitment of Kellie Sánchez,CSB -6400,"252,698,194 ComStar bill"
3028-09-04,Recruitment,Recruitment of Isaac Tsu,CSB -2000,"252,696,194 ComStar bill"
3028-09-04,Recruitment,Recruitment of Ava Beedell,CSB -3200,"252,692,994 ComStar bill"
3028-09-04,Recruitment,Recruitment of Amal bin Azim,CSB -3200,"252,689,794 ComStar bill"
3028-09-04,Recruitment,Recruitment of Ingrid Draeger,CSB -2000,"252,687,794 ComStar bill"
3028-09-04,Recruitment,Recruitment of Sebastian Maynard,CSB -2000,"252,685,794 ComStar bill"
3028-09-04,Recruitment,Recruitment of Shelby Mahatapa,CSB -2000,"252,683,794 ComStar bill"
3028-09-04,Recruitment,Recruitment of Tsunesaburo Akiyama,CSB -2000,"252,681,794 ComStar bill"
3028-09-04,Recruitment,Recruitment of Dara O'Hegarty,CSB -1200,"252,680,594 ComStar bill"
3028-09-04,Recruitment,Recruitment of Serkan Behramoglu,CSB -2000,"252,678,594 ComStar bill"
3028-09-04,Recruitment,Recruitment of Yoshiaga Gatchopoulos,CSB -2000,"252,676,594 ComStar bill"
3028-09-04,Recruitment,Recruitment of Eichiro Iwase,CSB -1000,"252,675,594 ComStar bill"
3028-09-04,Recruitment,Recruitment of Senja Noronen,CSB -1000,"252,674,594 ComStar bill"
3028-09-04,Recruitment,Recruitment of Fatin Khuzaymah,CSB -1600,"252,672,994 ComStar bill"
3028-09-04,Recruitment,Recruitment of Tesfaye Maamuni,CSB -1600,"252,671,394 ComStar bill"
3028-09-04,Equipment Purchase(s),Purchase of Bay Door,CSB -1000,"252,670,394 ComStar bill"
3028-09-04,Equipment Purchase(s),Purchase of Bay Door,CSB -1000,"252,669,394 ComStar bill"
3028-09-04,Repairs,Repair of Vehicle Stabiliser,CSB 0,"252,669,394 ComStar bill"
3028-09-11,Repairs,Repair of Vehicle Stabiliser,CSB 0,"252,669,394 ComStar bill"
3028-09-11,Repairs,Repair of Vehicle Sensors,CSB 0,"252,669,394 ComStar bill"
3028-09-11,Repairs,Repair of Vehicle Stabiliser,CSB 0,"252,669,394 ComStar bill"
3028-09-11,Battle Loss Compensation,Battle loss compensation (parts) for Stalker STK-4N,CSB 2916,"252,672,310 ComStar bill"
3028-09-11,Battle Loss Compensation,Battle loss compensation (parts) for Thunderbolt TDR-5SS,CSB 772,"252,673,082 ComStar bill"
3028-09-11,Battle Loss Compensation,Battle loss compensation (parts) for Black Knight BL-7-KNT-L,CSB 3486,"252,676,568 ComStar bill"
3028-09-11,Battle Loss Compensation,Battle loss compensation (parts) for Griffin GRF-1S,CSB 2702,"252,679,270 ComStar bill"
3028-09-11,Battle Loss Compensation,Battle loss compensation (parts) for Hunchback HBK-4P #2,CSB 1478,"252,680,748 ComStar bill"
3028-09-11,Battle Loss Compensation,Battle loss compensation (parts) for Hunchback HBK-4P,CSB 25765,"252,706,513 ComStar bill"
3028-09-12,Overhead,To the estate of Lt SG Kurt Balali,CSB -27810775,"224,895,738 ComStar bill"
3028-09-12,Recruitment,Recruitment of Olivera Nghia,CSB -3000,"224,892,738 ComStar bill"
3028-09-12,Unit Purchase(s),Purchased Wolfhound WLF-1,CSB -5253930,"219,638,808 ComStar bill"
3028-09-12,Recruitment,Recruitment of Caitlinn Fields,CSB -1600,"219,637,208 ComStar bill"
3028-09-12,Repairs,Repair of LRM 10,CSB -14000,"219,623,208 ComStar bill"
3028-09-12,Repairs,Repair of Large Laser,CSB -14000,"219,609,208 ComStar bill"
3028-09-12,Repairs,Repair of Vehicle Right Side,CSB 0,"219,609,208 ComStar bill"
