Date,Type,Description,Amount,RunningTotal
3031-03-03,Maintenance,Maintenance for Boomerang Spotter Plane,CSB -25,"142,888,275 C-Bill"
3031-03-03,Maintenance,Maintenance for Partisan Heavy Tank,CSB -137,"142,888,138 C-Bill"
3031-03-03,Maintenance,Maintenance for Partisan Heavy Tank #2,CSB -137,"142,888,001 C-Bill"
3031-03-03,Maintenance,Maintenance for Partisan Heavy Tank #3,CSB -137,"142,887,864 C-Bill"
3031-03-03,Maintenance,Maintenance for Union (2708),CSB -131918,"142,755,946 C-Bill"
3031-03-03,Maintenance,Maintenance for Gazelle (Heavy Vehicle) Mk II,CSB -112781,"142,643,165 C-Bill"
3031-03-03,Maintenance,Maintenance for Thunderbolt TDR-5SS #2,CSB -1285,"142,641,880 C-Bill"
3031-03-03,Maintenance,Maintenance for Cicada CDA-3C,CSB -819,"142,641,061 C-Bill"
3031-03-03,Maintenance,Maintenance for Trebuchet TBT-5S,CSB -993,"142,640,068 C-Bill"
3031-03-03,Maintenance,Maintenance for Maxim Heavy Hover Transport,CSB -87,"142,639,981 C-Bill"
3031-03-03,Maintenance,Maintenance for Pegasus Scout Hover Tank,CSB -46,"142,639,935 C-Bill"
3031-03-03,Maintenance,Maintenance for Manticore Heavy Tank,CSB -152,"142,639,783 C-Bill"
3031-03-03,Maintenance,Maintenance for Partisan Heavy Tank (LRM),CSB -187,"142,639,596 C-Bill"
3031-03-03,Maintenance,Maintenance for Warrior Attack Helicopter H-7A,CSB -44,"142,639,552 C-Bill"
3031-03-03,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25,CSB -120,"142,639,432 C-Bill"
3031-03-03,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Ammunition Carriage),CSB -1,"142,639,431 C-Bill"
3031-03-03,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Support Carriage),CSB -1,"142,639,430 C-Bill"
3031-03-03,Maintenance,Maintenance for Stalker STK-3F,CSB -1836,"142,637,594 C-Bill"
3031-03-03,Maintenance,Maintenance for Spider SDR-5V,CSB -633,"142,636,961 C-Bill"
3031-03-03,Maintenance,Maintenance for Warrior Attack Helicopter H-7,CSB -48,"142,636,913 C-Bill"
3031-03-03,Maintenance,Maintenance for Maxim Heavy Hover Transport (SRM4),CSB -101,"142,636,812 C-Bill"
3031-03-03,Maintenance,Maintenance for Maxim Heavy Hover Transport #2,CSB -88,"142,636,724 C-Bill"
3031-03-03,Maintenance,Maintenance for Stingray F-90,CSB -1300,"142,635,424 C-Bill"
3031-03-03,Maintenance,Maintenance for LRM Carrier,CSB -118,"142,635,306 C-Bill"
3031-03-03,Maintenance,Maintenance for Shadow Hawk SHD-2K,CSB -1079,"142,634,227 C-Bill"
3031-03-03,Maintenance,Maintenance for Javelin JVN-10N,CSB -535,"142,633,692 C-Bill"
3031-03-03,Maintenance,Maintenance for Warrior Attack Helicopter H-7 #2,CSB -44,"142,633,648 C-Bill"
3031-03-03,Maintenance,Maintenance for Warrior Attack Helicopter H-7 #3,CSB -44,"142,633,604 C-Bill"
3031-03-03,Maintenance,Maintenance for LRM Carrier #2,CSB -111,"142,633,493 C-Bill"
3031-03-03,Maintenance,Maintenance for Ontos Heavy Tank (LRM),CSB -227,"142,633,266 C-Bill"
3031-03-03,Maintenance,Maintenance for Mobile Headquarters (ICE),CSB -4,"142,633,262 C-Bill"
3031-03-03,Maintenance,Maintenance for Sherpa Armored Truck,CSB -9,"142,633,253 C-Bill"
3031-03-03,Maintenance,Maintenance for Sherpa Armored Truck #2,CSB -12,"142,633,241 C-Bill"
3031-03-03,Maintenance,Maintenance for Sherpa Armored Truck #3,CSB -10,"142,633,231 C-Bill"
3031-03-03,Maintenance,Maintenance for Sherpa Armored Truck #4,CSB -12,"142,633,219 C-Bill"
3031-03-03,Maintenance,Maintenance for Maxim Heavy Hover Transport #3,CSB -91,"142,633,128 C-Bill"
3031-03-03,Maintenance,Maintenance for Gazelle (2531),CSB -71936,"142,561,192 C-Bill"
3031-03-03,Maintenance,Maintenance for Armored Personnel Carrier (Wheeled),CSB 0,"142,561,192 C-Bill"
3031-03-03,Maintenance,Maintenance for Armored Personnel Carrier (Wheeled) #2,CSB 0,"142,561,192 C-Bill"
3031-03-03,Maintenance,Maintenance for Armored Personnel Carrier (Wheeled) #3,CSB 0,"142,561,192 C-Bill"
3031-03-03,Maintenance,Maintenance for Armored Personnel Carrier (Wheeled) #4,CSB 0,"142,561,192 C-Bill"
3031-03-03,Maintenance,Maintenance for Behemoth Heavy Tank (Laser),CSB -146,"142,561,046 C-Bill"
3031-03-03,Maintenance,Maintenance for Behemoth Heavy Tank (Medium Laser Carrier),CSB -143,"142,560,903 C-Bill"
3031-03-03,Maintenance,Maintenance for Schrek (Large Laser),CSB -203,"142,560,700 C-Bill"
3031-03-03,Maintenance,Maintenance for Schrek (Large Laser) #2,CSB -203,"142,560,497 C-Bill"
3031-03-05,Equipment Purchase(s),Purchase of Mek Left Leg,CSB -16800,"142,543,697 C-Bill"
3031-03-06,Maintenance,Maintenance for Crab CRB-20,CSB -971,"142,542,726 C-Bill"
3031-03-07,Maintenance,Maintenance for Lightning LTN-G15,CSB -748,"142,541,978 C-Bill"
3031-03-08,Repairs,Repair of Structural Integrity,CSB -64000,"142,477,978 C-Bill"
3031-03-09,Repairs,Repair of Thrusters,CSB -1125,"142,476,853 C-Bill"
3031-03-09,Equipment Purchase(s),Purchase of Mek Left Leg,CSB -16800,"142,460,053 C-Bill"
3031-03-10,Maintenance,Maintenance for Javelin JVN-10F 'Fire Javelin',CSB -528,"142,459,525 C-Bill"
3031-03-10,Maintenance,Maintenance for Hunchback HBK-4P,CSB -792,"142,458,733 C-Bill"
3031-03-10,Maintenance,Maintenance for Black Knight BL-7-KNT-L,CSB -1571,"142,457,162 C-Bill"
3031-03-10,Maintenance,Maintenance for Stalker STK-4N,CSB -1787,"142,455,375 C-Bill"
3031-03-10,Maintenance,Maintenance for Hunchback HBK-4P #2,CSB -834,"142,454,541 C-Bill"
3031-03-10,Maintenance,Maintenance for Strike Falcon Attack VTOL,CSB -112,"142,454,429 C-Bill"
3031-03-10,Maintenance,Maintenance for Strike Falcon Attack VTOL #2,CSB -114,"142,454,315 C-Bill"
3031-03-10,Maintenance,Maintenance for MASH Truck (ICE),CSB -3,"142,454,312 C-Bill"
3031-03-10,Maintenance,Maintenance for Leopard (Black Swan Mk III) - The Black Swan,CSB -107743,"142,346,569 C-Bill"
3031-03-10,Maintenance,Maintenance for Heavy BattleMech Recovery Vehicle,CSB -22,"142,346,547 C-Bill"
3031-03-10,Maintenance,Maintenance for Boomerang Spotter Plane,CSB -25,"142,346,522 C-Bill"
3031-03-10,Maintenance,Maintenance for Partisan Heavy Tank,CSB -137,"142,346,385 C-Bill"
3031-03-10,Maintenance,Maintenance for Partisan Heavy Tank #2,CSB -137,"142,346,248 C-Bill"
3031-03-10,Maintenance,Maintenance for Partisan Heavy Tank #3,CSB -137,"142,346,111 C-Bill"
3031-03-10,Maintenance,Maintenance for Union (2708),CSB -131918,"142,214,193 C-Bill"
3031-03-10,Maintenance,Maintenance for Gazelle (Heavy Vehicle) Mk II,CSB -112157,"142,102,036 C-Bill"
3031-03-10,Maintenance,Maintenance for Cicada CDA-3C,CSB -766,"142,101,270 C-Bill"
3031-03-10,Maintenance,Maintenance for Trebuchet TBT-5S,CSB -992,"142,100,278 C-Bill"
3031-03-10,Maintenance,Maintenance for Maxim Heavy Hover Transport,CSB -87,"142,100,191 C-Bill"
3031-03-10,Maintenance,Maintenance for Pegasus Scout Hover Tank,CSB -46,"142,100,145 C-Bill"
3031-03-10,Maintenance,Maintenance for Manticore Heavy Tank,CSB -141,"142,100,004 C-Bill"
3031-03-10,Maintenance,Maintenance for Partisan Heavy Tank (LRM),CSB -187,"142,099,817 C-Bill"
3031-03-10,Maintenance,Maintenance for Warrior Attack Helicopter H-7A,CSB -44,"142,099,773 C-Bill"
3031-03-10,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25,CSB -120,"142,099,653 C-Bill"
3031-03-10,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Ammunition Carriage),CSB -1,"142,099,652 C-Bill"
3031-03-10,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Support Carriage),CSB -1,"142,099,651 C-Bill"
3031-03-10,Maintenance,Maintenance for Stalker STK-3F,CSB -1823,"142,097,828 C-Bill"
3031-03-10,Maintenance,Maintenance for Spider SDR-5V,CSB -633,"142,097,195 C-Bill"
3031-03-10,Maintenance,Maintenance for Warrior Attack Helicopter H-7,CSB -45,"142,097,150 C-Bill"
3031-03-10,Maintenance,Maintenance for Maxim Heavy Hover Transport (SRM4),CSB -101,"142,097,049 C-Bill"
3031-03-10,Maintenance,Maintenance for Maxim Heavy Hover Transport #2,CSB -88,"142,096,961 C-Bill"
3031-03-10,Maintenance,Maintenance for Stingray F-90,CSB -1286,"142,095,675 C-Bill"
3031-03-10,Maintenance,Maintenance for LRM Carrier,CSB -114,"142,095,561 C-Bill"
3031-03-10,Maintenance,Maintenance for Javelin JVN-10N,CSB -534,"142,095,027 C-Bill"
3031-03-10,Maintenance,Maintenance for Warrior Attack Helicopter H-7 #2,CSB -44,"142,094,983 C-Bill"
3031-03-10,Maintenance,Maintenance for Warrior Attack Helicopter H-7 #3,CSB -43,"142,094,940 C-Bill"
3031-03-10,Maintenance,Maintenance for LRM Carrier #2,CSB -107,"142,094,833 C-Bill"
3031-03-10,Maintenance,Maintenance for Ontos Heavy Tank (LRM),CSB -227,"142,094,606 C-Bill"
3031-03-10,Maintenance,Maintenance for Mobile Headquarters (ICE),CSB -4,"142,094,602 C-Bill"
3031-03-10,Maintenance,Maintenance for Sherpa Armored Truck,CSB -9,"142,094,593 C-Bill"
3031-03-10,Maintenance,Maintenance for Sherpa Armored Truck #2,CSB -10,"142,094,583 C-Bill"
3031-03-10,Maintenance,Maintenance for Sherpa Armored Truck #3,CSB -10,"142,094,573 C-Bill"
3031-03-10,Maintenance,Maintenance for Sherpa Armored Truck #4,CSB -12,"142,094,561 C-Bill"
3031-03-10,Maintenance,Maintenance for Maxim Heavy Hover Transport #3,CSB -91,"142,094,470 C-Bill"
3031-03-10,Maintenance,Maintenance for Gazelle (2531),CSB -80105,"142,014,365 C-Bill"
3031-03-10,Maintenance,Maintenance for Armored Personnel Carrier (Wheeled),CSB 0,"142,014,365 C-Bill"
3031-03-10,Maintenance,Maintenance for Armored Personnel Carrier (Wheeled) #2,CSB 0,"142,014,365 C-Bill"
3031-03-10,Maintenance,Maintenance for Armored Personnel Carrier (Wheeled) #3,CSB 0,"142,014,365 C-Bill"
3031-03-10,Maintenance,Maintenance for Armored Personnel Carrier (Wheeled) #4,CSB 0,"142,014,365 C-Bill"
3031-03-10,Maintenance,Maintenance for Behemoth Heavy Tank (Laser),CSB -146,"142,014,219 C-Bill"
3031-03-10,Maintenance,Maintenance for Behemoth Heavy Tank (Medium Laser Carrier),CSB -141,"142,014,078 C-Bill"
3031-03-10,Maintenance,Maintenance for Schrek (Large Laser),CSB -202,"142,013,876 C-Bill"
3031-03-10,Maintenance,Maintenance for Schrek (Large Laser) #2,CSB -203,"142,013,673 C-Bill"
3031-03-11,Repairs,Repair of Thrusters,CSB -1000,"142,012,673 C-Bill"
3031-03-11,Repairs,Repair of PPC,CSB -16000,"141,996,673 C-Bill"
3031-03-12,Equipment Purchase(s),Purchase of Jump Jet,CSB -14000,"141,982,673 C-Bill"
3031-03-13,Maintenance,Maintenance for Crab CRB-20,CSB -971,"141,981,702 C-Bill"
3031-03-14,Maintenance,Maintenance for Lightning LTN-G15,CSB -763,"141,980,939 C-Bill"
3031-03-17,Maintenance,Maintenance for Javelin JVN-10F 'Fire Javelin',CSB -529,"141,980,410 C-Bill"
3031-03-17,Maintenance,Maintenance for Hunchback HBK-4P,CSB -792,"141,979,618 C-Bill"
3031-03-17,Maintenance,Maintenance for Griffin GRF-1S,CSB -1097,"141,978,521 C-Bill"
3031-03-17,Maintenance,Maintenance for Black Knight BL-7-KNT-L,CSB -1573,"141,976,948 C-Bill"
3031-03-17,Maintenance,Maintenance for Grasshopper GHR-5H,CSB -1407,"141,975,541 C-Bill"
3031-03-17,Maintenance,Maintenance for Stalker STK-4N,CSB -1787,"141,973,754 C-Bill"
3031-03-17,Maintenance,Maintenance for Hunchback HBK-4P #2,CSB -834,"141,972,920 C-Bill"
3031-03-17,Maintenance,Maintenance for Strike Falcon Attack VTOL,CSB -112,"141,972,808 C-Bill"
3031-03-17,Maintenance,Maintenance for Strike Falcon Attack VTOL #2,CSB -114,"141,972,694 C-Bill"
3031-03-17,Maintenance,Maintenance for MASH Truck (ICE),CSB -3,"141,972,691 C-Bill"
3031-03-17,Maintenance,Maintenance for Leopard (Black Swan Mk III) - The Black Swan,CSB -107743,"141,864,948 C-Bill"
3031-03-17,Maintenance,Maintenance for Heavy BattleMech Recovery Vehicle,CSB -22,"141,864,926 C-Bill"
3031-03-17,Maintenance,Maintenance for Boomerang Spotter Plane,CSB -25,"141,864,901 C-Bill"
3031-03-17,Maintenance,Maintenance for Partisan Heavy Tank,CSB -137,"141,864,764 C-Bill"
3031-03-17,Maintenance,Maintenance for Partisan Heavy Tank #2,CSB -137,"141,864,627 C-Bill"
3031-03-17,Maintenance,Maintenance for Partisan Heavy Tank #3,CSB -137,"141,864,490 C-Bill"
3031-03-17,Maintenance,Maintenance for Union (2708),CSB -131918,"141,732,572 C-Bill"
3031-03-17,Maintenance,Maintenance for Gazelle (Heavy Vehicle) Mk II,CSB -112296,"141,620,276 C-Bill"
3031-03-17,Maintenance,Maintenance for Cicada CDA-3C,CSB -767,"141,619,509 C-Bill"
3031-03-17,Maintenance,Maintenance for Trebuchet TBT-5S,CSB -992,"141,618,517 C-Bill"
3031-03-17,Maintenance,Maintenance for Maxim Heavy Hover Transport,CSB -87,"141,618,430 C-Bill"
3031-03-17,Maintenance,Maintenance for Pegasus Scout Hover Tank,CSB -46,"141,618,384 C-Bill"
3031-03-17,Maintenance,Maintenance for Manticore Heavy Tank,CSB -142,"141,618,242 C-Bill"
3031-03-17,Maintenance,Maintenance for Partisan Heavy Tank (LRM),CSB -187,"141,618,055 C-Bill"
3031-03-17,Maintenance,Maintenance for Warrior Attack Helicopter H-7A,CSB -44,"141,618,011 C-Bill"
3031-03-17,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25,CSB -120,"141,617,891 C-Bill"
3031-03-17,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Ammunition Carriage),CSB -1,"141,617,890 C-Bill"
3031-03-17,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Support Carriage),CSB -1,"141,617,889 C-Bill"
3031-03-17,Maintenance,Maintenance for Stalker STK-3F,CSB -1826,"141,616,063 C-Bill"
3031-03-17,Maintenance,Maintenance for Spider SDR-5V,CSB -633,"141,615,430 C-Bill"
3031-03-17,Maintenance,Maintenance for Warrior Attack Helicopter H-7,CSB -45,"141,615,385 C-Bill"
3031-03-17,Maintenance,Maintenance for Maxim Heavy Hover Transport (SRM4),CSB -101,"141,615,284 C-Bill"
3031-03-17,Maintenance,Maintenance for Maxim Heavy Hover Transport #2,CSB -88,"141,615,196 C-Bill"
3031-03-17,Maintenance,Maintenance for Stingray F-90,CSB -1296,"141,613,900 C-Bill"
3031-03-17,Maintenance,Maintenance for LRM Carrier,CSB -114,"141,613,786 C-Bill"
3031-03-17,Maintenance,Maintenance for Shadow Hawk SHD-2K,CSB -1017,"141,612,769 C-Bill"
3031-03-17,Maintenance,Maintenance for Javelin JVN-10N,CSB -535,"141,612,234 C-Bill"
3031-03-17,Maintenance,Maintenance for Warrior Attack Helicopter H-7 #2,CSB -44,"141,612,190 C-Bill"
3031-03-17,Maintenance,Maintenance for Warrior Attack Helicopter H-7 #3,CSB -43,"141,612,147 C-Bill"
3031-03-17,Maintenance,Maintenance for LRM Carrier #2,CSB -107,"141,612,040 C-Bill"
3031-03-17,Maintenance,Maintenance for Ontos Heavy Tank (LRM),CSB -238,"141,611,802 C-Bill"
3031-03-17,Maintenance,Maintenance for Mobile Headquarters (ICE),CSB -4,"141,611,798 C-Bill"
3031-03-17,Maintenance,Maintenance for Sherpa Armored Truck,CSB -9,"141,611,789 C-Bill"
3031-03-17,Maintenance,Maintenance for Sherpa Armored Truck #2,CSB -10,"141,611,779 C-Bill"
3031-03-17,Maintenance,Maintenance for Sherpa Armored Truck #3,CSB -12,"141,611,767 C-Bill"
3031-03-17,Maintenance,Maintenance for Sherpa Armored Truck #4,CSB -12,"141,611,755 C-Bill"
3031-03-17,Maintenance,Maintenance for Maxim Heavy Hover Transport #3,CSB -91,"141,611,664 C-Bill"
3031-03-17,Maintenance,Maintenance for Gazelle (2531),CSB -79854,"141,531,810 C-Bill"
3031-03-17,Maintenance,Maintenance for Armored Personnel Carrier (Wheeled),CSB 0,"141,531,810 C-Bill"
3031-03-17,Maintenance,Maintenance for Armored Personnel Carrier (Wheeled) #2,CSB 0,"141,531,810 C-Bill"
3031-03-17,Maintenance,Maintenance for Armored Personnel Carrier (Wheeled) #3,CSB 0,"141,531,810 C-Bill"
3031-03-17,Maintenance,Maintenance for Armored Personnel Carrier (Wheeled) #4,CSB 0,"141,531,810 C-Bill"
3031-03-17,Maintenance,Maintenance for Behemoth Heavy Tank (Laser),CSB -155,"141,531,655 C-Bill"
3031-03-17,Maintenance,Maintenance for Behemoth Heavy Tank (Medium Laser Carrier),CSB -140,"141,531,515 C-Bill"
3031-03-17,Maintenance,Maintenance for Schrek (Large Laser),CSB -206,"141,531,309 C-Bill"
3031-03-17,Maintenance,Maintenance for Schrek (Large Laser) #2,CSB -220,"141,531,089 C-Bill"
3031-03-20,Maintenance,Maintenance for Crab CRB-20,CSB -971,"141,530,118 C-Bill"
3031-03-21,Maintenance,Maintenance for Lightning LTN-G15,CSB -767,"141,529,351 C-Bill"
3031-03-24,Maintenance,Maintenance for Javelin JVN-10F 'Fire Javelin',CSB -529,"141,528,822 C-Bill"
3031-03-24,Maintenance,Maintenance for Hunchback HBK-4P,CSB -794,"141,528,028 C-Bill"
3031-03-24,Maintenance,Maintenance for Black Knight BL-7-KNT-L,CSB -1574,"141,526,454 C-Bill"
3031-03-24,Maintenance,Maintenance for Stalker STK-4N,CSB -1787,"141,524,667 C-Bill"
3031-03-24,Maintenance,Maintenance for Hunchback HBK-4P #2,CSB -836,"141,523,831 C-Bill"
3031-03-24,Maintenance,Maintenance for Thunderbolt TDR-5SS,CSB -1314,"141,522,517 C-Bill"
3031-03-24,Maintenance,Maintenance for Strike Falcon Attack VTOL,CSB -112,"141,522,405 C-Bill"
3031-03-24,Maintenance,Maintenance for Strike Falcon Attack VTOL #2,CSB -114,"141,522,291 C-Bill"
3031-03-24,Maintenance,Maintenance for MASH Truck (ICE),CSB -3,"141,522,288 C-Bill"
3031-03-24,Maintenance,Maintenance for Leopard (Black Swan Mk III) - The Black Swan,CSB -107743,"141,414,545 C-Bill"
3031-03-24,Maintenance,Maintenance for Heavy BattleMech Recovery Vehicle,CSB -22,"141,414,523 C-Bill"
3031-03-24,Maintenance,Maintenance for Boomerang Spotter Plane,CSB -25,"141,414,498 C-Bill"
3031-03-24,Maintenance,Maintenance for Partisan Heavy Tank,CSB -137,"141,414,361 C-Bill"
3031-03-24,Maintenance,Maintenance for Partisan Heavy Tank #2,CSB -137,"141,414,224 C-Bill"
3031-03-24,Maintenance,Maintenance for Partisan Heavy Tank #3,CSB -137,"141,414,087 C-Bill"
3031-03-24,Maintenance,Maintenance for Union (2708),CSB -131924,"141,282,163 C-Bill"
3031-03-24,Maintenance,Maintenance for Gazelle (Heavy Vehicle) Mk II,CSB -112166,"141,169,997 C-Bill"
3031-03-24,Maintenance,Maintenance for Thunderbolt TDR-5SS #2,CSB -1265,"141,168,732 C-Bill"
3031-03-24,Maintenance,Maintenance for Cicada CDA-3C,CSB -778,"141,167,954 C-Bill"
3031-03-24,Maintenance,Maintenance for Trebuchet TBT-5S,CSB -993,"141,166,961 C-Bill"
3031-03-24,Maintenance,Maintenance for Maxim Heavy Hover Transport,CSB -87,"141,166,874 C-Bill"
3031-03-24,Maintenance,Maintenance for Pegasus Scout Hover Tank,CSB -46,"141,166,828 C-Bill"
3031-03-24,Maintenance,Maintenance for Manticore Heavy Tank,CSB -143,"141,166,685 C-Bill"
3031-03-24,Maintenance,Maintenance for Partisan Heavy Tank (LRM),CSB -187,"141,166,498 C-Bill"
3031-03-24,Maintenance,Maintenance for Warrior Attack Helicopter H-7A,CSB -44,"141,166,454 C-Bill"
3031-03-24,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25,CSB -120,"141,166,334 C-Bill"
3031-03-24,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Ammunition Carriage),CSB -1,"141,166,333 C-Bill"
3031-03-24,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Support Carriage),CSB -1,"141,166,332 C-Bill"
3031-03-24,Maintenance,Maintenance for Stalker STK-3F,CSB -1826,"141,164,506 C-Bill"
3031-03-24,Maintenance,Maintenance for Spider SDR-5V,CSB -633,"141,163,873 C-Bill"
3031-03-24,Maintenance,Maintenance for Warrior Attack Helicopter H-7,CSB -45,"141,163,828 C-Bill"
3031-03-24,Maintenance,Maintenance for Maxim Heavy Hover Transport (SRM4),CSB -101,"141,163,727 C-Bill"
3031-03-24,Maintenance,Maintenance for Maxim Heavy Hover Transport #2,CSB -88,"141,163,639 C-Bill"
3031-03-24,Maintenance,Maintenance for Stingray F-90,CSB -1300,"141,162,339 C-Bill"
3031-03-24,Maintenance,Maintenance for LRM Carrier,CSB -114,"141,162,225 C-Bill"
3031-03-24,Maintenance,Maintenance for Javelin JVN-10N,CSB -535,"141,161,690 C-Bill"
3031-03-24,Maintenance,Maintenance for Warrior Attack Helicopter H-7 #2,CSB -44,"141,161,646 C-Bill"
3031-03-24,Maintenance,Maintenance for Warrior Attack Helicopter H-7 #3,CSB -39,"141,161,607 C-Bill"
3031-03-24,Maintenance,Maintenance for LRM Carrier #2,CSB -107,"141,161,500 C-Bill"
3031-03-24,Maintenance,Maintenance for Ontos Heavy Tank (LRM),CSB -238,"141,161,262 C-Bill"
3031-03-24,Maintenance,Maintenance for Mobile Headquarters (ICE),CSB -4,"141,161,258 C-Bill"
3031-03-24,Maintenance,Maintenance for Sherpa Armored Truck,CSB -9,"141,161,249 C-Bill"
3031-03-24,Maintenance,Maintenance for Sherpa Armored Truck #2,CSB -10,"141,161,239 C-Bill"
3031-03-24,Maintenance,Maintenance for Sherpa Armored Truck #3,CSB -12,"141,161,227 C-Bill"
3031-03-24,Maintenance,Maintenance for Sherpa Armored Truck #4,CSB -12,"141,161,215 C-Bill"
3031-03-24,Maintenance,Maintenance for Maxim Heavy Hover Transport #3,CSB -91,"141,161,124 C-Bill"
3031-03-24,Maintenance,Maintenance for Gazelle (2531),CSB -79916,"141,081,208 C-Bill"
3031-03-24,Maintenance,Maintenance for Armored Personnel Carrier (Wheeled),CSB 0,"141,081,208 C-Bill"
3031-03-24,Maintenance,Maintenance for Armored Personnel Carrier (Wheeled) #2,CSB 0,"141,081,208 C-Bill"
3031-03-24,Maintenance,Maintenance for Armored Personnel Carrier (Wheeled) #3,CSB 0,"141,081,208 C-Bill"
3031-03-24,Maintenance,Maintenance for Armored Personnel Carrier (Wheeled) #4,CSB 0,"141,081,208 C-Bill"
3031-03-24,Maintenance,Maintenance for Behemoth Heavy Tank (Laser),CSB -158,"141,081,050 C-Bill"
3031-03-24,Maintenance,Maintenance for Behemoth Heavy Tank (Medium Laser Carrier),CSB -140,"141,080,910 C-Bill"
3031-03-24,Maintenance,Maintenance for Schrek (Large Laser),CSB -223,"141,080,687 C-Bill"
3031-03-24,Maintenance,Maintenance for Schrek (Large Laser) #2,CSB -220,"141,080,467 C-Bill"
3031-03-27,Maintenance,Maintenance for Crab CRB-20,CSB -971,"141,079,496 C-Bill"
3031-03-28,Maintenance,Maintenance for Lightning LTN-G15,CSB -799,"141,078,697 C-Bill"
3031-03-31,Maintenance,Maintenance for Javelin JVN-10F 'Fire Javelin',CSB -529,"141,078,168 C-Bill"
3031-03-31,Maintenance,Maintenance for Hunchback HBK-4P,CSB -797,"141,077,371 C-Bill"
3031-03-31,Maintenance,Maintenance for Griffin GRF-1S,CSB -1097,"141,076,274 C-Bill"
3031-03-31,Maintenance,Maintenance for Black Knight BL-7-KNT-L,CSB -1580,"141,074,694 C-Bill"
3031-03-31,Maintenance,Maintenance for Grasshopper GHR-5H,CSB -1408,"141,073,286 C-Bill"
3031-03-31,Maintenance,Maintenance for Stalker STK-4N,CSB -1787,"141,071,499 C-Bill"
3031-03-31,Maintenance,Maintenance for Hunchback HBK-4P #2,CSB -837,"141,070,662 C-Bill"
3031-03-31,Maintenance,Maintenance for Strike Falcon Attack VTOL,CSB -112,"141,070,550 C-Bill"
3031-03-31,Maintenance,Maintenance for Strike Falcon Attack VTOL #2,CSB -114,"141,070,436 C-Bill"
3031-03-31,Maintenance,Maintenance for MASH Truck (ICE),CSB -3,"141,070,433 C-Bill"
3031-03-31,Maintenance,Maintenance for Leopard (Black Swan Mk III) - The Black Swan,CSB -107743,"140,962,690 C-Bill"
3031-03-31,Maintenance,Maintenance for Heavy BattleMech Recovery Vehicle,CSB -22,"140,962,668 C-Bill"
3031-03-31,Maintenance,Maintenance for Boomerang Spotter Plane,CSB -25,"140,962,643 C-Bill"
3031-03-31,Maintenance,Maintenance for Partisan Heavy Tank,CSB -137,"140,962,506 C-Bill"
3031-03-31,Maintenance,Maintenance for Partisan Heavy Tank #2,CSB -137,"140,962,369 C-Bill"
3031-03-31,Maintenance,Maintenance for Partisan Heavy Tank #3,CSB -137,"140,962,232 C-Bill"
3031-03-31,Maintenance,Maintenance for Union (2708),CSB -131924,"140,830,308 C-Bill"
3031-03-31,Maintenance,Maintenance for Gazelle (Heavy Vehicle) Mk II,CSB -109734,"140,720,574 C-Bill"
3031-03-31,Maintenance,Maintenance for Cicada CDA-3C,CSB -778,"140,719,796 C-Bill"
3031-03-31,Maintenance,Maintenance for Trebuchet TBT-5S,CSB -993,"140,718,803 C-Bill"
3031-03-31,Maintenance,Maintenance for Maxim Heavy Hover Transport,CSB -87,"140,718,716 C-Bill"
3031-03-31,Maintenance,Maintenance for Pegasus Scout Hover Tank,CSB -46,"140,718,670 C-Bill"
3031-03-31,Maintenance,Maintenance for Manticore Heavy Tank,CSB -143,"140,718,527 C-Bill"
3031-03-31,Maintenance,Maintenance for Partisan Heavy Tank (LRM),CSB -187,"140,718,340 C-Bill"
3031-03-31,Maintenance,Maintenance for Warrior Attack Helicopter H-7A,CSB -44,"140,718,296 C-Bill"
3031-03-31,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25,CSB -120,"140,718,176 C-Bill"
3031-03-31,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Ammunition Carriage),CSB -1,"140,718,175 C-Bill"
3031-03-31,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Support Carriage),CSB -1,"140,718,174 C-Bill"
3031-03-31,Maintenance,Maintenance for Stalker STK-3F,CSB -1826,"140,716,348 C-Bill"
3031-03-31,Maintenance,Maintenance for Spider SDR-5V,CSB -633,"140,715,715 C-Bill"
3031-03-31,Maintenance,Maintenance for Warrior Attack Helicopter H-7,CSB -46,"140,715,669 C-Bill"
3031-03-31,Maintenance,Maintenance for Maxim Heavy Hover Transport (SRM4),CSB -101,"140,715,568 C-Bill"
3031-03-31,Maintenance,Maintenance for Maxim Heavy Hover Transport #2,CSB -88,"140,715,480 C-Bill"
