Date,Type,Description,Amount,RunningTotal
3151-05-03,Equipment Purchase(s),Purchase of Armor (Ferro-Fibrous),CSB -100000,"5,187,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Armor (Ferro-Fibrous),CSB -100000,"5,087,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"5,037,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"4,987,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"4,937,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"4,887,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"4,837,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"4,787,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"4,737,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"4,687,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"4,637,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"4,587,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Armor (Standard Aerospace),CSB -50000,"4,537,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Armor (Standard Aerospace),CSB -50000,"4,487,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Armor (Standard Aerospace),CSB -50000,"4,437,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Armor (Standard Aerospace),CSB -50000,"4,387,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Armor (Standard Aerospace),CSB -50000,"4,337,020 C-Bill"
3151-05-03,Equipment Sale(s),Sale of 1 Streak SRM 4,CSB 45000,"4,382,020 C-Bill"
3151-05-03,Equipment Sale(s),Sale of 1 MML 5,CSB 37500,"4,419,520 C-Bill"
3151-05-03,Equipment Sale(s),Sale of 1 Small VSP Laser,CSB 30000,"4,449,520 C-Bill"
3151-05-03,Equipment Sale(s),Sale of 1 Small VSP Laser,CSB 30000,"4,479,520 C-Bill"
3151-05-03,Equipment Sale(s),Sale of 1 Small VSP Laser,CSB 30000,"4,509,520 C-Bill"
3151-05-03,Equipment Sale(s),Sale of 1 Plasma Rifle,CSB 117000,"4,626,520 C-Bill"
3151-05-03,Equipment Sale(s),Sale of 1 Light PPC,CSB 75000,"4,701,520 C-Bill"
3151-05-03,Equipment Sale(s),Sale of 1 Heavy Small Laser,CSB 12500,"4,714,020 C-Bill"
3151-05-03,Equipment Sale(s),Sale of 1 Heavy Small Laser,CSB 12500,"4,726,520 C-Bill"
3151-05-03,Equipment Sale(s),Sale of 1 Heavy Medium Laser,CSB 62500,"4,789,020 C-Bill"
3151-05-03,Equipment Sale(s),Sale of 1 Heavy Medium Laser,CSB 62500,"4,851,520 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Large Pulse Laser,CSB -175000,"4,676,520 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Large Pulse Laser,CSB -175000,"4,501,520 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of SRM 6,CSB -30000,"4,471,520 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Artemis IV FCS,CSB -100000,"4,371,520 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of Micro Pulse Laser,CSB -12500,"4,359,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of ECM Suite,CSB -200000,"4,159,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of ER Large Laser,CSB -200000,"3,959,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of ER Large Laser,CSB -200000,"3,759,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of ER Medium Laser,CSB -80000,"3,679,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of ER Medium Laser,CSB -80000,"3,599,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of ER Medium Laser,CSB -80000,"3,519,020 C-Bill"
3151-05-03,Equipment Purchase(s),Purchase of ER Medium Laser,CSB -80000,"3,439,020 C-Bill"
3151-05-07,Maintenance,Maintenance for Quasimodo QSM-3D ID:1,CSB -75,"3,438,945 C-Bill"
3151-05-07,Maintenance,Maintenance for Black Hawk (Nova) S ID:2,CSB -100,"3,438,845 C-Bill"
3151-05-07,Maintenance,Maintenance for Shadow Hawk IIC 8 ID:4,CSB -75,"3,438,770 C-Bill"
3151-05-07,Maintenance,Maintenance for Mad Cat III 2 ID:5 -  Mad Kitten,CSB -75,"3,438,695 C-Bill"
3151-05-07,Maintenance,Maintenance for Starslayer STY-3Dr ID:7,CSB -75,"3,438,620 C-Bill"
3151-05-07,Maintenance,Maintenance for Locust LCT-7V2 ID:9,CSB -75,"3,438,545 C-Bill"
3151-05-07,Maintenance,Maintenance for Union (Crows Nest) ID:12,CSB -500,"3,438,045 C-Bill"
3151-05-13,Contract Payments,Remaining payment for Zhongshan Great Eagle,CSB 1488648,"4,926,693 C-Bill"
3151-05-13,Miscellaneous,Payout,CSB -500000,"4,426,693 C-Bill"
3151-05-13,Recruitment,Recruitment of Sameeha Sayyar,CSB -800,"4,425,893 C-Bill"
3151-05-13,Recruitment,Recruitment of Iffat Entee,CSB -800,"4,425,093 C-Bill"
3151-05-13,Recruitment,Recruitment of Mihàil Daci,CSB -800,"4,424,293 C-Bill"
3151-05-13,Recruitment,Recruitment of Lu-shan Bing,CSB -800,"4,423,493 C-Bill"
3151-05-13,Recruitment,Recruitment of Daryl Mak,CSB -800,"4,422,693 C-Bill"
3151-05-13,Recruitment,Recruitment of Rolf,CSB -800,"4,421,893 C-Bill"
3151-05-13,Recruitment,Recruitment of Svatoslav Weckend,CSB -800,"4,421,093 C-Bill"
3151-05-13,Recruitment,Recruitment of Lloyd,CSB -1500,"4,419,593 C-Bill"
3151-05-13,Recruitment,Recruitment of Sabeeka Yasar,CSB -800,"4,418,793 C-Bill"
3151-05-13,Recruitment,Recruitment of Wagih Toto,CSB -800,"4,417,993 C-Bill"
3151-05-13,Recruitment,Recruitment of Karina Larsen,CSB -800,"4,417,193 C-Bill"
3151-05-13,Recruitment,Recruitment of Mckenna Karsumaatmaja,CSB -800,"4,416,393 C-Bill"
3151-05-13,Recruitment,Recruitment of Shan-tang Huang,CSB -400,"4,415,993 C-Bill"
3151-05-13,Recruitment,Recruitment of Lizabeta,CSB -400,"4,415,593 C-Bill"
3151-05-13,Recruitment,Recruitment of Higino Perenno,CSB -400,"4,415,193 C-Bill"
3151-05-13,Recruitment,Recruitment of Stanley Zisimides,CSB -400,"4,414,793 C-Bill"
3151-05-13,Recruitment,Recruitment of Soterios,CSB -500,"4,414,293 C-Bill"
3151-05-13,Recruitment,Recruitment of Gorane López,CSB -500,"4,413,793 C-Bill"
3151-05-13,Recruitment,Recruitment of Mary Thommana,CSB -500,"4,413,293 C-Bill"
3151-05-13,Recruitment,Recruitment of Sonia Sukarno,CSB -500,"4,412,793 C-Bill"
3151-05-13,Equipment Sale(s),Sale of 277 Armor (Standard),CSB 86563,"4,499,356 C-Bill"
3151-05-15,Equipment Purchase(s),Purchase of Long Tom Cannon Ammo,CSB -10000,"4,489,356 C-Bill"
3151-05-15,Equipment Purchase(s),Purchase of Long Tom Cannon Ammo,CSB -10000,"4,479,356 C-Bill"
3151-05-15,Equipment Purchase(s),Purchase of Long Tom Cannon Ammo,CSB -10000,"4,469,356 C-Bill"
3151-05-15,Equipment Purchase(s),Purchase of Long Tom Cannon Ammo,CSB -10000,"4,459,356 C-Bill"
3151-05-15,Equipment Purchase(s),Purchase of Thunderbolt 5 Ammo,CSB -25000,"4,434,356 C-Bill"
3151-05-15,Equipment Purchase(s),Purchase of Thunderbolt 5 Ammo,CSB -25000,"4,409,356 C-Bill"
3151-05-15,Equipment Purchase(s),Purchase of LRM 15 Ammo,CSB -15000,"4,394,356 C-Bill"
3151-05-15,Equipment Purchase(s),Purchase of LRM 15 Ammo,CSB -15000,"4,379,356 C-Bill"
3151-05-15,Equipment Purchase(s),Purchase of LRM 15 Ammo,CSB -15000,"4,364,356 C-Bill"
3151-05-15,Equipment Purchase(s),Purchase of LRM 15 Ammo,CSB -15000,"4,349,356 C-Bill"
3151-05-15,Equipment Purchase(s),Purchase of LRM 15 Ammo,CSB -15000,"4,334,356 C-Bill"
3151-05-15,Equipment Purchase(s),Purchase of LRM 15 Ammo,CSB -15000,"4,319,356 C-Bill"
3151-05-15,Equipment Purchase(s),Purchase of LRM 15 Ammo,CSB -15000,"4,304,356 C-Bill"
3151-05-15,Equipment Purchase(s),Purchase of LRM 15 Ammo,CSB -15000,"4,289,356 C-Bill"
3151-05-15,Equipment Purchase(s),Purchase of Streak SRM 2 Ammo,CSB -27000,"4,262,356 C-Bill"
3151-05-15,Equipment Purchase(s),Purchase of Streak SRM 2 Ammo,CSB -27000,"4,235,356 C-Bill"
3151-05-15,Equipment Purchase(s),Purchase of BA SRM 1 Ammo,CSB 0,"4,235,356 C-Bill"
3151-05-15,Contract Payments,Advance funds for Machida,CSB 12750666,"16,986,022 C-Bill"
3151-05-20,Maintenance,Maintenance for Quasimodo QSM-3D,CSB -75,"16,985,947 C-Bill"
3151-05-20,Maintenance,Maintenance for Black Hawk (Nova) S,CSB -100,"16,985,847 C-Bill"
3151-05-20,Maintenance,Maintenance for Shadow Hawk IIC 8,CSB -75,"16,985,772 C-Bill"
3151-05-20,Maintenance,Maintenance for Mad Cat III 2 -  Mad Kitten,CSB -75,"16,985,697 C-Bill"
3151-05-20,Maintenance,Maintenance for Locust LCT-7V2,CSB -75,"16,985,622 C-Bill"
3151-05-20,Maintenance,Maintenance for Union (Crows Nest),CSB -500,"16,985,122 C-Bill"
3151-05-25,Battle Loss Compensation,Battle loss compensation for JES III Missile Carrier,CSB 1890460,"18,875,582 C-Bill"
3151-05-25,Battle Loss Compensation,Battle loss compensation for Drillson Heavy Hover Tank (Streak),CSB 1047733,"19,923,315 C-Bill"
3151-05-25,Battle Loss Compensation,Battle loss compensation (parts) for Bandit Hovercraft I,CSB 10,"19,923,325 C-Bill"
3151-05-25,Battle Loss Compensation,Battle loss compensation (parts) for Shadow Hawk IIC 8,CSB 89109,"20,012,434 C-Bill"
3151-05-25,Battle Loss Compensation,Battle loss compensation for Mad Cat III 2 -  Mad Kitten,CSB 5500640,"25,513,074 C-Bill"
3151-05-25,Battle Loss Compensation,Battle loss compensation (parts) for Thunderbolt C 2 (Darius),CSB 218278,"25,731,352 C-Bill"
3151-05-25,Battle Loss Compensation,Battle loss compensation (parts) for Black Hawk (Nova) S,CSB 14547,"25,745,899 C-Bill"
3151-05-25,Battle Loss Compensation,Battle loss compensation (parts) for Quasimodo QSM-3D,CSB 39763,"25,785,662 C-Bill"
3151-05-25,Salvage Exchange,Salvage exchange for Destroy Convoy,CSB 0,"25,785,662 C-Bill"
3151-05-25,Repairs,Repair of Mek Left Arm,CSB -1560,"25,784,102 C-Bill"
3151-05-25,Repairs,Repair of Mek Right Arm,CSB -1560,"25,782,542 C-Bill"
3151-05-25,Repairs,Repair of Small Pulse Laser,CSB -1600,"25,780,942 C-Bill"
3151-05-26,Repairs,Repair of Mek Left Arm (TSM),CSB -11726,"25,769,216 C-Bill"
3151-05-26,Repairs,Repair of Mek Right Torso (Clan Endo Steel),CSB -2106,"25,767,110 C-Bill"
3151-05-26,Repairs,Repair of Mek Center Torso,CSB -1560,"25,765,550 C-Bill"
3151-05-26,Repairs,Repair of Mek Left Torso,CSB -1560,"25,763,990 C-Bill"
3151-05-26,Repairs,Repair of 260 Fusion (Clan) Engine,CSB -112667,"25,651,323 C-Bill"
3151-05-26,Repairs,Repair of Standard Gyro,CSB -90000,"25,561,323 C-Bill"
3151-05-26,Repairs,Repair of Mek Right Torso,CSB -1560,"25,559,763 C-Bill"
3151-05-29,Maintenance,Maintenance for Rommel Tank (Howitzer) Production,CSB -25,"25,559,738 C-Bill"
3151-05-29,Maintenance,Maintenance for Gray Death Standard Suit [SRM](Sqd4),CSB -200,"25,559,538 C-Bill"
3151-05-29,Maintenance,Maintenance for Bandit Hovercraft I,CSB -25,"25,559,513 C-Bill"
3151-05-30,Maintenance,Maintenance for Quasimodo QSM-3D,CSB -75,"25,559,438 C-Bill"
3151-05-30,Maintenance,Maintenance for Black Hawk (Nova) S,CSB -100,"25,559,338 C-Bill"
3151-05-30,Maintenance,Maintenance for Shadow Hawk IIC 8,CSB -75,"25,559,263 C-Bill"
3151-05-30,Maintenance,Maintenance for Locust LCT-7V2,CSB -75,"25,559,188 C-Bill"
3151-05-30,Maintenance,Maintenance for Union (Crows Nest),CSB -500,"25,558,688 C-Bill"
3151-06-01,Contract Payments,Monthly payment for Machida,CSB 12750665,"38,309,353 C-Bill"
3151-06-01,Maintenance,Monthly Spare Parts,CSB -77600,"38,231,753 C-Bill"
3151-06-01,Maintenance,Monthly Ammunition,CSB -276084,"37,955,669 C-Bill"
3151-06-01,Maintenance,Monthly Fuel bill,CSB -414000,"37,541,669 C-Bill"
3151-06-01,Salaries,Monthly salaries,CSB -135726,"37,405,943 C-Bill"
3151-06-01,Overhead,Monthly overhead,CSB -6786,"37,399,157 C-Bill"
3151-06-05,Maintenance,Maintenance for Rommel Tank (Howitzer) Production,CSB -25,"37,399,132 C-Bill"
3151-06-05,Maintenance,Maintenance for Gray Death Standard Suit [SRM](Sqd4),CSB -200,"37,398,932 C-Bill"
3151-06-05,Maintenance,Maintenance for Bandit Hovercraft I,CSB -25,"37,398,907 C-Bill"
3151-06-06,Maintenance,Maintenance for Quasimodo QSM-3D,CSB -75,"37,398,832 C-Bill"
3151-06-06,Maintenance,Maintenance for Black Hawk (Nova) S,CSB -100,"37,398,732 C-Bill"
3151-06-06,Maintenance,Maintenance for Shadow Hawk IIC 8,CSB -75,"37,398,657 C-Bill"
3151-06-06,Maintenance,Maintenance for Locust LCT-7V2,CSB -75,"37,398,582 C-Bill"
3151-06-06,Maintenance,Maintenance for Union (Crows Nest),CSB -500,"37,398,082 C-Bill"
3151-06-08,Battle Loss Compensation,Battle loss compensation (parts) for Shadow Hawk IIC 8,CSB 6721,"37,404,803 C-Bill"
3151-06-08,Battle Loss Compensation,Battle loss compensation (parts) for Locust LCT-7V2,CSB 328,"37,405,131 C-Bill"
3151-06-08,Battle Loss Compensation,Battle loss compensation (parts) for Thunderbolt C 2 (Darius) Mk II,CSB 2400,"37,407,531 C-Bill"
3151-06-08,Battle Loss Compensation,Battle loss compensation (parts) for Quasimodo QSM-3D,CSB 13451,"37,420,982 C-Bill"
3151-06-08,Battle Loss Compensation,Battle loss compensation (parts) for Black Hawk (Nova) S,CSB 10303,"37,431,285 C-Bill"
3151-06-08,Salvage Exchange,Salvage exchange for Ambush,CSB 0,"37,431,285 C-Bill"
3151-06-08,Repairs,Repair of Mek Right Torso,CSB -1560,"37,429,725 C-Bill"
3151-06-08,Repairs,Repair of Mek Left Torso (TSM),CSB -11726,"37,417,999 C-Bill"
3151-06-08,Battle Loss Compensation,Battle loss compensation (parts) for Gray Death Standard Suit [SRM](Sqd4),CSB 23400,"37,441,399 C-Bill"
3151-06-08,Battle Loss Compensation,Battle loss compensation for Bandit Hovercraft I,CSB 553660,"37,995,059 C-Bill"
3151-06-08,Battle Loss Compensation,Battle loss compensation (parts) for Shadow Hawk IIC 8,CSB 17010,"38,012,069 C-Bill"
3151-06-08,Battle Loss Compensation,Battle loss compensation (parts) for Locust LCT-7V2,CSB 100447,"38,112,516 C-Bill"
3151-06-08,Battle Loss Compensation,Battle loss compensation (parts) for Thunderbolt C 2 (Darius) Mk II,CSB 12529,"38,125,045 C-Bill"
3151-06-08,Battle Loss Compensation,Battle loss compensation (parts) for Quasimodo QSM-3D,CSB 95816,"38,220,861 C-Bill"
3151-06-08,Battle Loss Compensation,Battle loss compensation (parts) for Black Hawk (Nova) S,CSB 3369,"38,224,230 C-Bill"
3151-06-08,Salvage Exchange,Salvage exchange for Circle of Equals,CSB 4682808,"42,907,038 C-Bill"
3151-06-09,Repairs,Repair of Mek Center Torso (TSM),CSB -11726,"42,895,312 C-Bill"
3151-06-09,Repairs,Repair of Upper Arm Actuator,CSB -650,"42,894,662 C-Bill"
3151-06-09,Repairs,Repair of Mek Center Torso,CSB -1200,"42,893,462 C-Bill"
3151-06-10,Repairs,Repair of Mek Left Arm (Clan Endo Steel),CSB -2106,"42,891,356 C-Bill"
3151-06-10,Repairs,Repair of Upper Arm Actuator,CSB -650,"42,890,706 C-Bill"
3151-06-11,Repairs,Repair of Standard Gyro,CSB -90000,"42,800,706 C-Bill"
3151-06-12,Maintenance,Maintenance for Rommel Tank (Howitzer) Production,CSB -25,"42,800,681 C-Bill"
3151-06-12,Maintenance,Maintenance for Gray Death Standard Suit [SRM](Sqd4),CSB -200,"42,800,481 C-Bill"
3151-06-12,Maintenance,Maintenance for Bandit Hovercraft I,CSB -25,"42,800,456 C-Bill"
3151-06-13,Maintenance,Maintenance for Quasimodo QSM-3D,CSB -75,"42,800,381 C-Bill"
3151-06-13,Maintenance,Maintenance for Black Hawk (Nova) S,CSB -100,"42,800,281 C-Bill"
3151-06-13,Maintenance,Maintenance for Shadow Hawk IIC 8,CSB -75,"42,800,206 C-Bill"
3151-06-13,Maintenance,Maintenance for Locust LCT-7V2,CSB -75,"42,800,131 C-Bill"
3151-06-13,Maintenance,Maintenance for Union (Crows Nest),CSB -500,"42,799,631 C-Bill"
3151-06-13,Maintenance,Maintenance for Thunderbolt C 2 (Darius) Mk II,CSB -75,"42,799,556 C-Bill"
3151-06-15,Maintenance,Maintenance for Black Hawk (Nova) C,CSB -100,"42,799,456 C-Bill"
3151-06-15,Maintenance,Maintenance for Locust IIC 2,CSB -75,"42,799,381 C-Bill"
3151-06-19,Maintenance,Maintenance for Rommel Tank (Howitzer) Production,CSB -25,"42,799,356 C-Bill"
3151-06-19,Maintenance,Maintenance for Gray Death Standard Suit [SRM](Sqd4),CSB -200,"42,799,156 C-Bill"
3151-06-19,Maintenance,Maintenance for Bandit Hovercraft I,CSB -25,"42,799,131 C-Bill"
3151-06-20,Transportation,Jump from Machida to Zhongshan,CSB -265476,"42,533,655 C-Bill"
3151-06-20,Maintenance,Maintenance for Quasimodo QSM-3D,CSB -75,"42,533,580 C-Bill"
3151-06-20,Maintenance,Maintenance for Black Hawk (Nova) S,CSB -100,"42,533,480 C-Bill"
3151-06-20,Maintenance,Maintenance for Shadow Hawk IIC 8,CSB -75,"42,533,405 C-Bill"
3151-06-20,Maintenance,Maintenance for Locust LCT-7V2,CSB -75,"42,533,330 C-Bill"
3151-06-20,Maintenance,Maintenance for Union (Crows Nest),CSB -500,"42,532,830 C-Bill"
3151-06-22,Maintenance,Maintenance for Black Hawk (Nova) C,CSB -100,"42,532,730 C-Bill"
3151-06-22,Maintenance,Maintenance for Locust IIC 2,CSB -75,"42,532,655 C-Bill"
3151-06-24,Unit Sale(s),Sale of Locust LCT-7V2,CSB 1370914,"43,903,569 C-Bill"
3151-06-24,Unit Sale(s),Sale of Turkina T,CSB 5220406,"49,123,975 C-Bill"
3151-06-24,Unit Sale(s),Sale of Hierofalcon Prime,CSB 1328342,"50,452,317 C-Bill"
3151-06-24,Unit Sale(s),Sale of Bandit Hovercraft I,CSB 1958792,"52,411,109 C-Bill"
3151-06-24,Unit Purchase(s),Purchased LRM Carrier (3055 Upgrade),CSB -2933600,"49,477,509 C-Bill"
3151-06-24,Unit Purchase(s),Purchased Maxim (I) Heavy Hover Transport,CSB -2591400,"46,886,109 C-Bill"
3151-06-24,Recruitment,Recruitment of Sarah,CSB -1500,"46,884,609 C-Bill"
3151-06-24,Medical Expenses,Replacement limb for Corporal Todd Zhi,CSB -200000,"46,684,609 C-Bill"
3151-06-24,Contract Payments,Remaining payment for Machida,CSB 38251995,"84,936,604 C-Bill"
3151-06-25,Equipment Purchase(s),Purchase of Lower Arm Actuator,CSB -2750,"84,933,854 C-Bill"
3151-06-25,Equipment Purchase(s),Purchase of Hand Actuator,CSB -4400,"84,929,454 C-Bill"
3151-06-25,Equipment Purchase(s),Purchase of Micro Pulse Laser,CSB -12500,"84,916,954 C-Bill"
3151-06-25,Equipment Purchase(s),Purchase of Micro Pulse Laser,CSB -12500,"84,904,454 C-Bill"
3151-06-25,Equipment Purchase(s),Purchase of Upper Arm Actuator,CSB -5500,"84,898,954 C-Bill"
3151-06-26,Equipment Purchase(s),Purchase of Heavy Medium Laser,CSB -50000,"84,848,954 C-Bill"
3151-06-26,Equipment Purchase(s),Purchase of Mek Right Arm (TSM),CSB -45100,"84,803,854 C-Bill"
3151-06-26,Equipment Purchase(s),Purchase of Hand Actuator,CSB -1800,"84,802,054 C-Bill"
3151-06-26,Equipment Purchase(s),Purchase of Upper Arm Actuator,CSB -2250,"84,799,804 C-Bill"
3151-06-26,Equipment Purchase(s),Purchase of Mek Right Arm (Clan Endo Steel),CSB -8100,"84,791,704 C-Bill"
3151-06-26,Equipment Purchase(s),Purchase of Improved Jump Jet,CSB -4500,"84,787,204 C-Bill"
3151-06-26,Equipment Purchase(s),Purchase of Improved Jump Jet,CSB -4500,"84,782,704 C-Bill"
3151-06-26,Equipment Purchase(s),Purchase of Gray Death Standard Suit [SRM](Sqd4) Suit,CSB -145040,"84,637,664 C-Bill"
3151-06-26,Equipment Purchase(s),Purchase of Gray Death Standard Suit [SRM](Sqd4) Suit,CSB -145040,"84,492,624 C-Bill"
3151-06-26,Equipment Purchase(s),Purchase of Gray Death Standard Suit [SRM](Sqd4) Suit,CSB -145040,"84,347,584 C-Bill"
3151-06-26,Equipment Purchase(s),Purchase of Lower Arm Actuator,CSB -1125,"84,346,459 C-Bill"
3151-06-26,Equipment Purchase(s),Purchase of Lower Arm Actuator,CSB -1125,"84,345,334 C-Bill"
